site_id,station_name,hour,rows,nrmse_percent,mae_mw,rmse_mw,bias_percent,pred_actual_ratio,actual_zero_ratio,pred_zero_ratio,scene_main,risk_flags
S002,华筑泰宝光伏电站,6,122,17.888,0.3568,0.5903,-100.0,0.0,0.5574,1.0,night,high_bias
S002,华筑泰宝光伏电站,7,122,17.9533,0.3936,0.5925,-98.3774,0.0162,0.0738,0.9836,low,high_bias|under_prediction
S002,华筑泰宝光伏电站,8,122,17.3241,0.3994,0.5717,-60.5658,0.3943,0.0082,0.0,low,high_bias|under_prediction
S002,华筑泰宝光伏电站,9,122,13.0633,0.3223,0.4311,-17.8614,0.8214,0.0082,0.0,mid,ok
S002,华筑泰宝光伏电站,10,122,11.1157,0.2677,0.3668,-0.6193,0.9938,0.0082,0.0,mid,ok
S002,华筑泰宝光伏电站,11,122,13.6154,0.3409,0.4493,-6.6554,0.9334,0.0082,0.0,mid,ok
S002,华筑泰宝光伏电站,12,122,15.3644,0.3862,0.507,-12.8329,0.8717,0.0,0.0,clear_peak,ok
S002,华筑泰宝光伏电站,13,122,13.2094,0.3307,0.4359,-8.1277,0.9187,0.0,0.0,clear_peak,ok
S002,华筑泰宝光伏电站,14,122,10.3415,0.2645,0.3413,-6.6363,0.9336,0.0,0.0,mid,ok
S002,华筑泰宝光伏电站,15,122,11.6686,0.2838,0.3851,-20.6114,0.7939,0.0,0.0,mid,high_bias
S002,华筑泰宝光伏电站,16,122,15.0812,0.3104,0.4977,-47.3459,0.5265,0.0,0.0,mid,high_bias|under_prediction
S002,华筑泰宝光伏电站,17,122,16.9243,0.317,0.5585,-86.9523,0.1305,0.3115,0.5246,night,high_bias|under_prediction
S002,华筑泰宝光伏电站,18,122,11.6787,0.186,0.3854,-99.4867,0.0051,0.7131,0.9918,night,high_bias|under_prediction
S002,华筑泰宝光伏电站,19,122,11.7097,0.187,0.3864,-100.0,0.0,0.7131,1.0,night,high_bias
S003,京运通西湖光伏电站,6,122,1.848,0.077,0.077,939399999999.9998,9394000000.0,1.0,0.0,night,high_bias|over_prediction
S003,京运通西湖光伏电站,7,122,1.9854,0.0792,0.0827,965983807583.4072,9659838075.8341,1.0,0.0,low,high_bias|over_prediction
S003,京运通西湖光伏电站,8,122,6.88,0.2245,0.2867,2738815792802.7,27388157928.027,1.0,0.0,low,high_bias|over_prediction
S003,京运通西湖光伏电站,9,122,13.3054,0.4943,0.5544,6031014902871.552,60310149028.7155,1.0,0.0,mid,high_bias|over_prediction
S003,京运通西湖光伏电站,10,122,17.908,0.6805,0.7462,8302022142743.793,83020221427.4379,1.0,0.0,mid,high_bias|over_prediction
S003,京运通西湖光伏电站,11,122,21.332,0.8157,0.8888,9951660646130.152,99516606461.3015,1.0,0.0,mid,high_nrmse|high_bias|over_prediction
S003,京运通西湖光伏电站,12,122,22.6429,0.8682,0.9435,10591778992825.049,105917789928.2505,1.0,0.0,clear_peak,high_nrmse|high_bias|over_prediction
S003,京运通西湖光伏电站,13,122,21.4983,0.8312,0.8958,10140543356162.797,101405433561.628,1.0,0.0,clear_peak,high_nrmse|high_bias|over_prediction
S003,京运通西湖光伏电站,14,122,17.5904,0.6759,0.7329,8245638706277.316,82456387062.7732,1.0,0.0,mid,high_bias|over_prediction
S003,京运通西湖光伏电站,15,122,13.3229,0.5027,0.5551,6132639049916.158,61326390499.1616,1.0,0.0,mid,high_bias|over_prediction
S003,京运通西湖光伏电站,16,122,8.2558,0.3048,0.344,3718119896717.0693,37181198967.1707,1.0,0.0,mid,high_bias|over_prediction
S003,京运通西湖光伏电站,17,122,3.3251,0.0785,0.1385,957250661970.8707,9572506619.7087,1.0,0.5,low,high_bias|over_prediction
S003,京运通西湖光伏电站,18,122,1.9175,0.0787,0.0799,960695790456.3896,9606957904.5639,1.0,0.0,night,high_bias|over_prediction
S003,京运通西湖光伏电站,19,122,1.848,0.077,0.077,939399999999.9998,9394000000.0,1.0,0.0,night,high_bias|over_prediction
S004,旭樱东堡光伏电站,6,122,0.1839,0.0012,0.0073,-100.0,0.0,0.9672,1.0,night,high_bias
S004,旭樱东堡光伏电站,7,122,3.7892,0.0761,0.1504,-90.9272,0.0907,0.4672,0.9836,low,high_bias|under_prediction
S004,旭樱东堡光伏电站,8,122,6.7754,0.2157,0.269,-31.0694,0.6893,0.0246,0.5738,low,high_bias|under_prediction
S004,旭樱东堡光伏电站,9,122,8.6759,0.2327,0.3444,6.8514,1.0685,0.0082,0.123,mid,ok
S004,旭樱东堡光伏电站,10,122,11.3569,0.3475,0.4509,15.2991,1.153,0.0246,0.041,mid,ok
S004,旭樱东堡光伏电站,11,122,11.695,0.3601,0.4643,12.9364,1.1294,0.0,0.041,mid,ok
S004,旭樱东堡光伏电站,12,122,14.0781,0.4202,0.5589,9.8488,1.0985,0.0082,0.0328,mid,ok
S004,旭樱东堡光伏电站,13,122,13.7594,0.4068,0.5462,14.7795,1.1478,0.0,0.0328,clear_peak,ok
S004,旭樱东堡光伏电站,14,122,11.5634,0.3439,0.4591,13.1711,1.1317,0.0,0.0492,mid,ok
S004,旭樱东堡光伏电站,15,122,8.3159,0.2429,0.3301,6.9949,1.0699,0.0164,0.0984,mid,ok
S004,旭樱东堡光伏电站,16,122,4.6596,0.1325,0.185,13.5106,1.1351,0.0902,0.1885,mid,ok
S004,旭樱东堡光伏电站,17,122,2.4183,0.0413,0.096,-11.152,0.8885,0.7131,0.7951,night,ok
S004,旭樱东堡光伏电站,18,122,0.1148,0.0006,0.0046,-47.4431,0.5256,0.9754,0.9918,night,high_bias|under_prediction
S004,旭樱东堡光伏电站,19,122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,night,ok
S006,沐恒石湖光伏电站,6,122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,night,ok
S006,沐恒石湖光伏电站,7,122,0.7178,0.0093,0.0359,-81.3578,0.1864,0.9262,0.9918,low,high_bias|under_prediction
S006,沐恒石湖光伏电站,8,122,3.5184,0.1245,0.1759,50.9378,1.5094,0.4344,0.0,low,high_bias|over_prediction
S006,沐恒石湖光伏电站,9,122,6.9575,0.2708,0.3479,78.9485,1.7895,0.2049,0.0,mid,high_bias|over_prediction
S006,沐恒石湖光伏电站,10,122,11.8414,0.459,0.5921,95.0321,1.9503,0.1475,0.0,mid,high_bias|over_prediction
S006,沐恒石湖光伏电站,11,122,14.7884,0.6189,0.7394,99.424,1.9942,0.1393,0.0,mid,high_bias|over_prediction
S006,沐恒石湖光伏电站,12,122,16.3056,0.6957,0.8153,105.7537,2.0575,0.123,0.0,clear_peak,high_bias|over_prediction
S006,沐恒石湖光伏电站,13,122,15.2666,0.6262,0.7633,96.9602,1.9696,0.1311,0.0,clear_peak,high_bias|over_prediction
S006,沐恒石湖光伏电站,14,122,10.2528,0.374,0.5126,60.744,1.6074,0.1311,0.0,mid,high_bias|over_prediction
S006,沐恒石湖光伏电站,15,122,5.2276,0.1606,0.2614,33.6618,1.3366,0.1475,0.0,mid,high_bias|over_prediction
S006,沐恒石湖光伏电站,16,122,2.9506,0.088,0.1475,17.3566,1.1736,0.2131,0.0,mid,ok
S006,沐恒石湖光伏电站,17,122,1.6358,0.0394,0.0818,19.3301,1.1933,0.8443,0.5,low,ok
S006,沐恒石湖光伏电站,18,122,0.0385,0.0002,0.0019,3008650246.2275,30086502.4623,1.0,0.9836,night,high_bias|over_prediction
S006,沐恒石湖光伏电站,19,122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,night,ok
S007,林洋朝阳光伏电站,6,122,0.3582,0.0231,0.0788,-100.0,0.0,0.8934,1.0,night,high_bias
S007,林洋朝阳光伏电站,7,122,5.8784,0.7374,1.2932,-92.5313,0.0747,0.2131,0.9836,low,high_bias|under_prediction
S007,林洋朝阳光伏电站,8,122,8.1851,1.3639,1.8007,-5.5298,0.9447,0.0164,0.0,low,ok
S007,林洋朝阳光伏电站,9,122,12.2312,2.1217,2.6909,4.4451,1.0445,0.0,0.0,mid,ok
S007,林洋朝阳光伏电站,10,122,13.5137,2.2396,2.973,10.0015,1.1,0.0,0.0,mid,ok
S007,林洋朝阳光伏电站,11,122,15.1557,2.3655,3.3343,6.5209,1.0652,0.0,0.0,mid,ok
S007,林洋朝阳光伏电站,12,122,14.0718,2.3238,3.0958,11.0931,1.1109,0.0,0.0,clear_peak,ok
S007,林洋朝阳光伏电站,13,122,16.2897,2.7553,3.5837,15.4167,1.1542,0.0,0.0,mid,ok
S007,林洋朝阳光伏电站,14,122,11.6435,1.8442,2.5616,9.3366,1.0934,0.0,0.0,mid,ok
S007,林洋朝阳光伏电站,15,122,8.6377,1.2957,1.9003,4.618,1.0462,0.0,0.0,mid,ok
S007,林洋朝阳光伏电站,16,122,4.0934,0.6087,0.9006,5.9117,1.0591,0.0,0.0,mid,ok
S007,林洋朝阳光伏电站,17,122,1.4183,0.1523,0.312,-19.5689,0.8043,0.5164,0.5164,night,ok
S007,林洋朝阳光伏电站,18,122,0.2872,0.0174,0.0632,-73.8052,0.2619,0.9016,0.9918,night,high_bias|under_prediction
S007,林洋朝阳光伏电站,19,122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,night,ok
S008,协鑫盛昌光伏电站,6,122,3.5473,0.1113,0.1125,1778.1579,18.7816,0.8443,0.0,night,high_bias|over_prediction
S008,协鑫盛昌光伏电站,7,122,4.8361,0.108,0.1534,-8.7762,0.9122,0.1393,0.0,low,ok
S008,协鑫盛昌光伏电站,8,122,8.0132,0.202,0.2542,-4.5348,0.9547,0.0,0.0,low,ok
S008,协鑫盛昌光伏电站,9,122,10.1919,0.2315,0.3233,10.2662,1.1027,0.0082,0.0,mid,ok
S008,协鑫盛昌光伏电站,10,122,14.4717,0.3576,0.459,13.0319,1.1303,0.0,0.0,mid,ok
S008,协鑫盛昌光伏电站,11,122,16.0715,0.3731,0.5098,10.2853,1.1029,0.0,0.0,mid,ok
S008,协鑫盛昌光伏电站,12,122,15.2249,0.3525,0.4829,8.462,1.0846,0.0,0.0,clear_peak,ok
S008,协鑫盛昌光伏电站,13,122,17.0821,0.3906,0.5418,10.5226,1.1052,0.0,0.0,clear_peak,ok
S008,协鑫盛昌光伏电站,14,122,13.4654,0.3261,0.4271,15.1146,1.1511,0.0,0.0,mid,ok
S008,协鑫盛昌光伏电站,15,122,9.7001,0.2288,0.3077,15.3623,1.1536,0.0,0.0,mid,ok
S008,协鑫盛昌光伏电站,16,122,7.2944,0.1796,0.2314,24.7773,1.2478,0.0,0.0,mid,high_bias
S008,协鑫盛昌光伏电站,17,122,2.5284,0.0467,0.0802,44.5437,1.4454,0.3115,0.5164,night,high_bias|over_prediction
S008,协鑫盛昌光伏电站,18,122,3.2626,0.1024,0.1035,1735.3267,18.3533,0.8852,0.0,night,high_bias|over_prediction
S008,协鑫盛昌光伏电站,19,122,3.3146,0.1051,0.1051,1282713616267.9827,12827136162.6798,1.0,0.0,night,high_bias|over_prediction
S009,华电金叶光伏电站,6,122,4.6358,0.2408,0.2434,1985.251,20.8525,0.8115,0.0,night,high_bias|over_prediction
S009,华电金叶光伏电站,7,122,4.6448,0.2061,0.2439,58.2045,1.582,0.2869,0.0,low,high_bias|over_prediction
S009,华电金叶光伏电站,8,122,10.1004,0.3419,0.5303,-41.0898,0.5891,0.0,0.0,low,high_bias|under_prediction
S009,华电金叶光伏电站,9,122,18.7241,0.7428,0.983,-58.7957,0.412,0.0082,0.0,low,high_bias|under_prediction
S009,华电金叶光伏电站,10,122,18.3992,0.7739,0.966,-36.5769,0.6342,0.0,0.0,low,high_bias|under_prediction
S009,华电金叶光伏电站,11,122,23.6885,1.0318,1.2436,-10.7859,0.8921,0.0,0.0,low,high_nrmse
S009,华电金叶光伏电站,12,122,21.3137,0.8897,1.119,-0.1143,0.9989,0.0,0.0,low,high_nrmse
S009,华电金叶光伏电站,13,122,20.6849,0.8977,1.086,-9.7934,0.9021,0.0,0.0,low,high_nrmse
S009,华电金叶光伏电站,14,122,19.2837,0.8067,1.0124,-44.1596,0.5584,0.0,0.0,low,high_bias|under_prediction
S009,华电金叶光伏电站,15,122,14.1798,0.54,0.7444,-52.0322,0.4797,0.0,0.0,low,high_bias|under_prediction
S009,华电金叶光伏电站,16,122,7.6734,0.2386,0.4029,-31.0849,0.6892,0.0,0.0,low,high_bias|under_prediction
S009,华电金叶光伏电站,17,122,2.8581,0.0944,0.15,6.9545,1.0695,0.3607,0.5246,low,ok
S009,华电金叶光伏电站,18,122,4.7507,0.2461,0.2494,1765.8824,18.6588,0.8197,0.0,night,high_bias|over_prediction
S009,华电金叶光伏电站,19,122,4.5268,0.2358,0.2377,4876.4371,49.7644,0.959,0.0,night,high_bias|over_prediction
S010,易睐珂浦南光伏发电站,6,122,2.4788,0.0489,0.0496,916.9977,10.17,0.6066,0.0,night,high_bias|over_prediction
S010,易睐珂浦南光伏发电站,7,122,3.1225,0.0473,0.0624,15.6561,1.1566,0.2459,0.0,low,ok
S010,易睐珂浦南光伏发电站,8,122,5.8873,0.0854,0.1177,1.2548,1.0125,0.0328,0.0,low,ok
S010,易睐珂浦南光伏发电站,9,122,8.5245,0.1217,0.1705,20.4384,1.2044,0.0,0.0,mid,high_bias
S010,易睐珂浦南光伏发电站,10,122,10.2599,0.1517,0.2052,15.4036,1.154,0.0,0.0,mid,ok
S010,易睐珂浦南光伏发电站,11,122,10.2046,0.159,0.2041,12.4976,1.125,0.0,0.0,mid,ok
S010,易睐珂浦南光伏发电站,12,122,11.0371,0.1811,0.2207,15.1909,1.1519,0.0,0.0,clear_peak,ok
S010,易睐珂浦南光伏发电站,13,122,10.8435,0.166,0.2169,12.4465,1.1245,0.0,0.0,clear_peak,ok
S010,易睐珂浦南光伏发电站,14,122,9.9779,0.1589,0.1996,10.394,1.1039,0.0,0.0,mid,ok
S010,易睐珂浦南光伏发电站,15,122,6.4204,0.1033,0.1284,10.1519,1.1015,0.0,0.0,mid,ok
S010,易睐珂浦南光伏发电站,16,122,4.2533,0.0706,0.0851,23.6413,1.2364,0.0,0.0,mid,high_bias
S010,易睐珂浦南光伏发电站,17,122,1.8988,0.023,0.038,27.3703,1.2737,0.2459,0.5164,night,high_bias|over_prediction
S010,易睐珂浦南光伏发电站,18,122,2.21,0.0431,0.0442,618.2955,7.183,0.5574,0.0,night,high_bias|over_prediction
S010,易睐珂浦南光伏发电站,19,122,2.3171,0.0461,0.0463,1371.7609,14.7176,0.6639,0.0,night,high_bias|over_prediction
S011,中森西苑光伏电站,6,122,2.2257,0.0517,0.0517,15760.0,158.6,0.9672,0.0,night,high_bias|over_prediction
S011,中森西苑光伏电站,7,122,2.6503,0.0476,0.0616,1.5986,1.016,0.2705,0.0,low,ok
S011,中森西苑光伏电站,8,122,4.978,0.0923,0.1156,-15.7073,0.8429,0.0164,0.0,low,ok
S011,中森西苑光伏电站,9,122,7.1625,0.1063,0.1664,5.3229,1.0532,0.0,0.0,mid,ok
S011,中森西苑光伏电站,10,122,10.5778,0.164,0.2457,8.1701,1.0817,0.0,0.0,mid,ok
S011,中森西苑光伏电站,11,122,11.9938,0.1986,0.2786,11.3934,1.1139,0.0,0.0,mid,ok
S011,中森西苑光伏电站,12,122,12.9879,0.2206,0.3017,10.5223,1.1052,0.0,0.0,clear_peak,ok
S011,中森西苑光伏电站,13,122,12.3491,0.2252,0.2869,23.6568,1.2366,0.0,0.0,clear_peak,high_bias
S011,中森西苑光伏电站,14,122,12.4301,0.2195,0.2888,15.3993,1.154,0.0,0.0,mid,ok
S011,中森西苑光伏电站,15,122,9.0233,0.174,0.2096,33.5134,1.3351,0.0,0.0,mid,high_bias|over_prediction
S011,中森西苑光伏电站,16,122,7.0721,0.1394,0.1643,46.4778,1.4648,0.0,0.0,mid,high_bias|over_prediction
S011,中森西苑光伏电站,17,122,2.779,0.0343,0.0646,26.4616,1.2646,0.4508,0.5164,night,high_bias|over_prediction
S011,中森西苑光伏电站,18,122,2.1231,0.0466,0.0493,391.066,4.9107,0.7869,0.0,night,high_bias|over_prediction
S011,中森西苑光伏电站,19,122,2.3255,0.0528,0.054,2340.0,24.4,0.9672,0.0,night,high_bias|over_prediction
S012,泰富如意情光伏电站,6,122,0.9177,0.1258,0.1611,-100.0,0.0,0.377,1.0,night,high_bias
S012,泰富如意情光伏电站,7,122,2.7837,0.3251,0.4885,-96.6566,0.0334,0.1639,0.9918,low,high_bias|under_prediction
S012,泰富如意情光伏电站,8,122,5.9798,0.6841,1.0495,41.2946,1.4129,0.1148,0.0,low,high_bias|over_prediction
S012,泰富如意情光伏电站,9,122,15.7791,2.3487,2.7692,156.4337,2.5643,0.1148,0.0,mid,high_bias|over_prediction
S012,泰富如意情光伏电站,10,122,22.9228,3.3525,4.0229,204.2895,3.0429,0.1066,0.0,mid,high_nrmse|high_bias|over_prediction
S012,泰富如意情光伏电站,11,122,27.6599,4.077,4.8543,235.2249,3.3522,0.1066,0.0,mid,high_nrmse|high_bias|over_prediction
S012,泰富如意情光伏电站,12,122,29.0214,4.3963,5.0933,198.5235,2.9852,0.1066,0.0,clear_peak,high_nrmse|high_bias|over_prediction
S012,泰富如意情光伏电站,13,122,26.4952,3.9734,4.6499,205.1712,3.0517,0.1066,0.0,clear_peak,high_nrmse|high_bias|over_prediction
S012,泰富如意情光伏电站,14,122,21.0605,3.2053,3.6961,196.6131,2.9661,0.1066,0.0,mid,high_nrmse|high_bias|over_prediction
S012,泰富如意情光伏电站,15,122,13.0489,1.9223,2.2901,160.0118,2.6001,0.1066,0.0,mid,high_bias|over_prediction
S012,泰富如意情光伏电站,16,122,4.6747,0.6173,0.8204,59.7027,1.597,0.123,0.0,mid,high_bias|over_prediction
S012,泰富如意情光伏电站,17,122,1.8604,0.2274,0.3265,-50.5806,0.4942,0.1803,0.5,low,high_bias|under_prediction
S012,泰富如意情光伏电站,18,122,0.9343,0.1286,0.164,-95.2862,0.0471,0.3689,0.9836,night,high_bias|under_prediction
S012,泰富如意情光伏电站,19,122,0.9064,0.1205,0.1591,-100.0,0.0,0.4262,1.0,night,high_bias
S014,鲲鹏昇昌光伏电站,6,122,0.3013,0.0046,0.0154,-100.0,0.0,0.8852,1.0,night,high_bias
S014,鲲鹏昇昌光伏电站,7,122,3.4718,0.1143,0.1771,-96.2304,0.0377,0.2787,0.9918,low,high_bias|under_prediction
S014,鲲鹏昇昌光伏电站,8,122,5.6724,0.218,0.2893,-14.3115,0.8569,0.0164,0.0,low,ok
S014,鲲鹏昇昌光伏电站,9,122,8.7754,0.3462,0.4475,27.0748,1.2707,0.0164,0.0,mid,high_bias|over_prediction
S014,鲲鹏昇昌光伏电站,10,122,12.813,0.5208,0.6535,25.077,1.2508,0.0164,0.0,mid,high_bias|over_prediction
S014,鲲鹏昇昌光伏电站,11,122,13.7545,0.571,0.7015,27.405,1.274,0.0164,0.0,mid,high_bias|over_prediction
S014,鲲鹏昇昌光伏电站,12,122,14.691,0.6182,0.7492,25.6499,1.2565,0.0164,0.0,mid,high_bias|over_prediction
S014,鲲鹏昇昌光伏电站,13,122,14.6662,0.6015,0.748,32.5601,1.3256,0.0164,0.0,mid,high_bias|over_prediction
S014,鲲鹏昇昌光伏电站,14,122,12.4893,0.5224,0.637,23.1819,1.2318,0.0246,0.0,mid,high_bias
S014,鲲鹏昇昌光伏电站,15,122,7.5536,0.2933,0.3852,12.1847,1.1218,0.0164,0.0,mid,ok
S014,鲲鹏昇昌光伏电站,16,122,3.9055,0.1414,0.1992,11.0879,1.1109,0.0246,0.0,mid,ok
S014,鲲鹏昇昌光伏电站,17,122,1.382,0.0317,0.0705,-21.2299,0.7877,0.4426,0.5328,night,high_bias
S014,鲲鹏昇昌光伏电站,18,122,0.3355,0.0047,0.0171,-84.7602,0.1524,0.8934,0.9918,night,high_bias|under_prediction
S014,鲲鹏昇昌光伏电站,19,122,0.0,0.0,0.0,0.0,0.0,1.0,1.0,night,ok
S016,衡航亚新光伏电站,6,122,1.4272,0.1213,0.1213,1480025728448.8474,14800257284.4885,1.0,0.0,night,high_bias|over_prediction
S016,衡航亚新光伏电站,7,122,3.6126,0.2067,0.3071,-29.3297,0.7067,0.6803,0.0,low,high_bias|under_prediction
S016,衡航亚新光伏电站,8,122,6.1623,0.3865,0.5238,-14.12,0.8588,0.1639,0.0,low,ok
S016,衡航亚新光伏电站,9,122,8.9608,0.5329,0.7617,10.2922,1.1029,0.0738,0.0,mid,ok
S016,衡航亚新光伏电站,10,122,11.2969,0.7311,0.9602,16.1557,1.1616,0.0164,0.0,mid,ok
S016,衡航亚新光伏电站,11,122,11.3701,0.7672,0.9665,15.8993,1.159,0.0328,0.0,mid,ok
S016,衡航亚新光伏电站,12,122,10.7711,0.7616,0.9155,13.5951,1.136,0.0246,0.0,mid,ok
S016,衡航亚新光伏电站,13,122,11.0776,0.7734,0.9416,22.2506,1.2225,0.0164,0.0,mid,high_bias
S016,衡航亚新光伏电站,14,122,11.96,0.8306,1.0166,13.0351,1.1304,0.0656,0.0,mid,ok
S016,衡航亚新光伏电站,15,122,7.1882,0.4551,0.611,16.4169,1.1642,0.1148,0.0,mid,ok
S016,衡航亚新光伏电站,16,122,4.5982,0.2776,0.3908,17.6675,1.1767,0.2541,0.0,mid,ok
S016,衡航亚新光伏电站,17,122,1.9753,0.0898,0.1679,42.459,1.4246,0.8525,0.5328,night,high_bias|over_prediction
S016,衡航亚新光伏电站,18,122,1.2369,0.1042,0.1051,1271821301097.9688,12718213010.9797,1.0,0.0,night,high_bias|over_prediction
S016,衡航亚新光伏电站,19,122,1.1655,0.0991,0.0991,1208613958068.6633,12086139580.6866,1.0,0.0,night,high_bias|over_prediction
S017,富云四队光伏电站,6,122,6.9983,0.047,0.0668,-45.7778,0.5422,0.7541,0.0,night,high_bias|under_prediction
S017,富云四队光伏电站,7,122,6.8533,0.043,0.0654,-51.167,0.4883,0.4344,0.0,low,high_bias|under_prediction
S017,富云四队光伏电站,8,122,5.515,0.0369,0.0526,9.0695,1.0907,0.0164,0.0,low,ok
S017,富云四队光伏电站,9,122,11.3014,0.0931,0.1078,84.9212,1.8492,0.0246,0.0,mid,high_bias|over_prediction
S017,富云四队光伏电站,10,122,14.7294,0.1228,0.1405,96.534,1.9653,0.0082,0.0,mid,high_bias|over_prediction
S017,富云四队光伏电站,11,122,16.0267,0.1352,0.1529,98.7288,1.9873,0.0082,0.0,mid,high_bias|over_prediction
S017,富云四队光伏电站,12,122,16.5031,0.1402,0.1574,94.799,1.948,0.0,0.0,clear_peak,high_bias|over_prediction
S017,富云四队光伏电站,13,122,16.9208,0.1445,0.1614,111.9815,2.1198,0.0164,0.0,clear_peak,high_bias|over_prediction
S017,富云四队光伏电站,14,122,13.7595,0.1157,0.1313,96.6485,1.9665,0.0082,0.0,mid,high_bias|over_prediction
S017,富云四队光伏电站,15,122,11.1521,0.0933,0.1064,96.9946,1.9699,0.0164,0.0,mid,high_bias|over_prediction
S017,富云四队光伏电站,16,122,6.483,0.0524,0.0618,55.0496,1.5505,0.0328,0.0,mid,high_bias|over_prediction
S017,富云四队光伏电站,17,122,5.2695,0.0362,0.0503,-18.461,0.8154,0.6148,0.0,night,ok
S017,富云四队光伏电站,18,122,6.9206,0.0466,0.066,-45.045,0.5495,0.7541,0.0,night,high_bias|under_prediction
S017,富云四队光伏电站,19,122,6.9206,0.0466,0.066,-45.045,0.5495,0.7541,0.0,night,high_bias|under_prediction
S018,国能百菇源光伏电站,6,122,2.7646,0.1401,0.141,2391.1424,24.9114,0.8934,0.0,night,high_bias|over_prediction
S018,国能百菇源光伏电站,7,122,3.8101,0.1421,0.1943,-4.6922,0.9531,0.2705,0.0,low,ok
S018,国能百菇源光伏电站,8,122,5.6756,0.229,0.2895,-12.6229,0.8738,0.0082,0.0,low,ok
S018,国能百菇源光伏电站,9,122,8.2392,0.2659,0.4202,1.0269,1.0103,0.0082,0.0,mid,ok
S018,国能百菇源光伏电站,10,122,10.7771,0.3885,0.5496,11.0776,1.1108,0.0082,0.0,mid,ok
S018,国能百菇源光伏电站,11,122,12.6441,0.4429,0.6448,2.4137,1.0241,0.0,0.0,mid,ok
S018,国能百菇源光伏电站,12,122,12.3221,0.4562,0.6284,6.5465,1.0655,0.0,0.0,clear_peak,ok
S018,国能百菇源光伏电站,13,122,12.4131,0.4679,0.6331,6.2136,1.0621,0.0082,0.0,clear_peak,ok
S018,国能百菇源光伏电站,14,122,10.4828,0.38,0.5346,6.0874,1.0609,0.0,0.0,mid,ok
S018,国能百菇源光伏电站,15,122,7.8141,0.2596,0.3985,12.5124,1.1251,0.0,0.0,mid,ok
S018,国能百菇源光伏电站,16,122,4.456,0.1753,0.2273,19.6479,1.1965,0.0082,0.0,mid,ok
S018,国能百菇源光伏电站,17,122,1.9995,0.0568,0.102,46.5824,1.4658,0.5574,0.5246,night,high_bias|over_prediction
S018,国能百菇源光伏电站,18,122,2.4593,0.1246,0.1254,2234.63,23.3463,0.9016,0.0,night,high_bias|over_prediction
S018,国能百菇源光伏电站,19,122,2.4465,0.1248,0.1248,1522205232050.024,15222052320.5002,1.0,0.0,night,high_bias|over_prediction
S019,首耀新海光伏电站,6,122,38.0388,0.6611,1.1412,-78.1573,0.2184,0.7459,0.0,night,high_nrmse|high_bias|under_prediction
S019,首耀新海光伏电站,7,122,37.7615,0.6345,1.1328,-79.4198,0.2058,0.1639,0.0,low,high_nrmse|high_bias|under_prediction
S019,首耀新海光伏电站,8,122,31.1537,0.5933,0.9346,-55.4078,0.4459,0.0,0.0,low,high_nrmse|high_bias|under_prediction
S019,首耀新海光伏电站,9,122,27.4737,0.538,0.8242,-25.6958,0.743,0.0,0.0,mid,high_nrmse|high_bias|under_prediction
S019,首耀新海光伏电站,10,122,24.6173,0.4867,0.7385,-13.0551,0.8694,0.0082,0.0,mid,high_nrmse
S019,首耀新海光伏电站,11,122,22.6374,0.4504,0.6791,-9.9745,0.9003,0.0,0.0,mid,high_nrmse
S019,首耀新海光伏电站,12,122,22.0143,0.4779,0.6604,-5.2422,0.9476,0.0,0.0,clear_peak,high_nrmse
S019,首耀新海光伏电站,13,122,22.6304,0.4902,0.6789,-4.3385,0.9566,0.0,0.0,clear_peak,high_nrmse
S019,首耀新海光伏电站,14,122,25.1999,0.54,0.756,-8.0855,0.9191,0.0,0.0,mid,high_nrmse
S019,首耀新海光伏电站,15,122,27.5657,0.5813,0.827,-12.3616,0.8764,0.0,0.0,mid,high_nrmse
S019,首耀新海光伏电站,16,122,30.1585,0.5841,0.9048,-33.0932,0.6691,0.0,0.0,mid,high_nrmse|high_bias|under_prediction
S019,首耀新海光伏电站,17,122,33.9419,0.5216,1.0183,-79.236,0.2076,0.4344,0.5164,night,high_nrmse|high_bias|under_prediction
S019,首耀新海光伏电站,18,122,37.3298,0.6423,1.1199,-77.1943,0.2281,0.7623,0.0,night,high_nrmse|high_bias|under_prediction
S019,首耀新海光伏电站,19,122,37.4081,0.6434,1.1222,-77.401,0.226,0.7623,0.0,night,high_nrmse|high_bias|under_prediction
S020,国能赫睿光伏电站,6,122,6.0529,0.2296,0.23,4376.0225,44.7602,0.8525,0.0,night,high_bias|over_prediction
S020,国能赫睿光伏电站,7,122,5.4503,0.1903,0.2071,150.9494,2.5095,0.2295,0.0,low,high_bias|over_prediction
S020,国能赫睿光伏电站,8,122,7.656,0.2008,0.2909,-18.8386,0.8116,0.0246,0.0,low,ok
S020,国能赫睿光伏电站,9,122,15.6345,0.4559,0.5941,-49.1631,0.5084,0.0328,0.0,low,high_bias|under_prediction
S020,国能赫睿光伏电站,10,122,21.097,0.6577,0.8017,-56.5278,0.4347,0.0246,0.0,low,high_nrmse|high_bias|under_prediction
S020,国能赫睿光伏电站,11,122,25.0757,0.8107,0.9529,-53.7132,0.4629,0.0246,0.0,low,high_nrmse|high_bias|under_prediction
