site_id,hour,alpha_site_hour,fit_samples,alpha_hour,hour_fit_samples,weight,alpha_final
S065,11,1.002746223545233,937,0.9684269440800947,31105,0.7574777687954729,0.994423035316016
S065,12,1.022220643427513,946,0.9685364578913596,31213,0.7592295345104334,1.009295077086545
S065,13,0.9845817176990393,947,0.9655546011216521,31191,0.7594226142742582,0.9800042237349527
S065,14,0.9777654197695104,942,0.9542973565336459,31092,0.7584541062801933,0.9720968054613305
S065,15,1.021178499352778,930,0.9906880094365584,30796,0.7560975609756098,1.0137417944951634
S065,16,1.0026083358749314,899,0.9954374906215141,29728,0.749791492910759,1.0008141293895059
S065,17,0.9904211365807197,651,0.9824197313369869,21222,0.6845425867507886,0.9878970339801731
S065,18,0.8911516739774277,382,1.1611772722825542,13205,0.5601173020527859,1.0099312626746975
S065,19,1.25,23,1.25,1550,0.07120743034055728,1.2499999999999998
S066,6,1.25,164,1.25,6753,0.35344827586206895,1.25
S066,7,1.25,275,1.0856105902838513,17645,0.4782608695652174,1.1642316123220093
S066,8,1.0363013496112201,389,1.0147780719045463,28342,0.5645863570391872,1.0269298208565
S066,9,0.9915074610944022,400,1.014783248472599,30421,0.5714285714285714,1.0014827985422008
S066,10,0.883149671754494,398,0.9573977109331647,30960,0.5702005730659025,0.9150614364444671
S066,11,0.8632623418459823,396,0.9684269440800947,31105,0.5689655172413793,0.908591911774479
S066,12,0.852664323124038,399,0.9685364578913596,31213,0.5708154506437768,0.9023948530670944
S066,13,0.8422556918373822,399,0.9655546011216521,31191,0.5708154506437768,0.8951736786546655
S066,14,0.8376421131308176,397,0.9542973565336459,31092,0.569583931133429,0.887852404408936
S066,15,0.9258918489080162,395,0.9906880094365584,30796,0.5683453237410072,0.9538614146037898
S066,16,1.0058869428208108,388,0.9954374906215141,29728,0.563953488372093,1.001330495640885
S066,17,1.25,275,0.9824197313369869,21222,0.4782608695652174,1.110392903306254
S066,18,1.25,181,1.1611772722825542,13205,0.3762993762993763,1.1946012093238383
S066,19,1.0,12,1.25,1550,0.038461538461538464,1.2403846153846154
S068,6,1.25,138,1.25,6753,0.3150684931506849,1.25
S068,7,1.1340372483825762,471,1.0856105902838513,17645,0.6108949416342413,1.1151941907566132
S068,8,1.0816986059728213,772,1.0147780719045463,28342,0.7201492537313433,1.0629708445731176
S068,9,1.029951401351981,877,1.014783248472599,30421,0.7451146983857264,1.0260852621303884
S068,10,0.9823223166422136,900,0.9573977109331647,30960,0.75,0.9760911652149513
S068,11,0.9465931815652658,910,0.9684269440800947,31105,0.7520661157024794,0.9520065111143969
S068,12,0.917484364443775,920,0.9685364578913596,31213,0.7540983606557377,0.9300381579144925
S068,13,0.962772316404939,913,0.9655546011216521,31191,0.752679307502061,0.9634604329878029
S068,14,0.9732213597668796,901,0.9542973565336459,31092,0.7502081598667777,0.9684942981765631
S068,15,1.0066440892315505,894,0.9906880094365584,30796,0.7487437185929648,1.0026350239564268
S068,16,1.0331780128750592,817,0.9954374906215141,29728,0.7314234556848702,1.0230417938275538
S068,17,1.050070902931153,559,0.9824197313369869,21222,0.6507566938300349,1.0264441840973348
