site_id,hour,n_rows,capacity_MW,mae_MW,rmse_MW,nrmse_pct,bias_MW,pred_actual_ratio,exclude_from_ranking,site_status
S028,18,122,3.14,0.0067,0.0221,0.7043,0.0067,2.6685,是,测试期分布漂移
S028,19,122,3.14,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S030,6,122,2.9,0.0054,0.0334,1.1524,-0.0048,0.1293,否,正常评价
S030,7,122,2.9,0.0747,0.1361,4.6924,-0.0735,0.1653,否,正常评价
S030,8,122,2.9,0.1957,0.2375,8.1892,-0.1497,0.5942,否,正常评价
S030,9,122,2.9,0.2054,0.2738,9.4413,-0.0874,0.882,否,正常评价
S030,10,122,2.9,0.2465,0.3324,11.4635,-0.0262,0.9741,否,正常评价
S030,11,122,2.9,0.2795,0.3576,12.3307,0.0049,1.0043,否,正常评价
S030,12,122,2.9,0.2739,0.3664,12.634,-0.0099,0.9919,否,正常评价
S030,13,122,2.9,0.2976,0.4047,13.9541,0.0116,1.0102,否,正常评价
S030,14,122,2.9,0.2677,0.3725,12.8456,0.0004,1.0005,否,正常评价
S030,15,122,2.9,0.1813,0.2527,8.7121,0.0554,1.0918,否,正常评价
S030,16,122,2.9,0.1128,0.1395,4.8106,0.0554,1.214,否,正常评价
S030,17,122,2.9,0.0216,0.0455,1.5702,0.0032,1.069,否,正常评价
S030,18,122,2.9,0.0019,0.0065,0.223,-0.0012,0.5802,否,正常评价
S030,19,122,2.9,0.0,0.0,0.0,0.0,,否,正常评价
S031,6,122,0.9222,0.0014,0.0037,0.4028,0.0014,18.3318,否,正常评价
S031,7,122,0.9222,0.0114,0.0176,1.912,-0.0039,0.7108,否,正常评价
S031,8,122,0.9222,0.0292,0.0401,4.3453,-0.0021,0.9693,否,正常评价
S031,9,122,0.9222,0.0509,0.0677,7.3389,0.0271,1.2106,否,正常评价
S031,10,122,0.9222,0.0606,0.0759,8.2338,0.0308,1.1712,否,正常评价
S031,11,122,0.9222,0.0547,0.0715,7.7483,0.0163,1.0736,否,正常评价
S031,12,122,0.9222,0.0635,0.0876,9.5012,0.0003,1.0012,否,正常评价
S031,13,122,0.9222,0.0573,0.0838,9.0907,-0.0005,0.9979,否,正常评价
S031,14,122,0.9222,0.0643,0.0912,9.887,-0.0033,0.9834,否,正常评价
S031,15,122,0.9222,0.0457,0.0678,7.3572,-0.0079,0.9447,否,正常评价
S031,16,122,0.9222,0.0241,0.0337,3.6547,0.0056,1.0897,否,正常评价
S031,17,122,0.9222,0.0084,0.015,1.6286,0.0018,1.1333,否,正常评价
S031,18,122,0.9222,0.0011,0.0034,0.3718,0.0008,3.4838,否,正常评价
S031,19,122,0.9222,0.0,0.0,0.0,0.0,,否,正常评价
S032,6,122,9.335,0.0295,0.0712,0.7622,0.0295,,是,系统性偏差
S032,7,122,9.335,0.2055,0.3745,4.0119,-0.1417,0.5184,是,系统性偏差
S032,8,122,9.335,0.908,1.1872,12.7179,-0.884,0.2271,是,系统性偏差
S032,9,122,9.335,1.7146,2.0174,21.6109,-1.7031,0.1562,是,系统性偏差
S032,10,122,9.335,2.4463,2.8117,30.1199,-2.4416,0.142,是,系统性偏差
S032,11,122,9.335,2.7376,3.166,33.915,-2.7226,0.1661,是,系统性偏差
S032,12,122,9.335,2.9097,3.3327,35.7015,-2.9048,0.167,是,系统性偏差
S032,13,122,9.335,2.8021,3.1963,34.24,-2.7564,0.1596,是,系统性偏差
S032,14,122,9.335,2.1617,2.5039,26.8225,-2.151,0.1891,是,系统性偏差
S032,15,122,9.335,1.5206,1.8501,19.819,-1.5089,0.153,是,系统性偏差
S032,16,122,9.335,0.5689,0.8969,9.6076,-0.5443,0.3011,是,系统性偏差
S032,17,122,9.335,0.1224,0.28,2.9997,-0.0635,0.5948,是,系统性偏差
S032,18,122,9.335,0.0104,0.0355,0.3799,0.0092,2.112,是,系统性偏差
S032,19,122,9.335,0.0,0.0,0.0,0.0,,是,系统性偏差
S033,6,122,5.688,0.0088,0.0294,0.5167,-0.0083,0.0989,是,测试期分布漂移
S033,7,122,5.688,0.1529,0.2521,4.4317,-0.1477,0.1767,是,测试期分布漂移
S033,8,122,5.688,0.3377,0.4386,7.7103,-0.2704,0.6232,是,测试期分布漂移
S033,9,122,5.688,0.3867,0.5317,9.3484,-0.0479,0.9621,是,测试期分布漂移
S033,10,122,5.688,0.5318,0.7015,12.3321,-0.0146,0.9919,是,测试期分布漂移
S033,11,122,5.688,0.5502,0.7589,13.342,-0.1302,0.9407,是,测试期分布漂移
S033,12,122,5.688,0.626,0.8323,14.6334,-0.1075,0.9526,是,测试期分布漂移
S033,13,122,5.688,0.5392,0.7324,12.8768,-0.0148,0.9929,是,测试期分布漂移
S033,14,122,5.688,0.5851,0.7876,13.847,-0.0216,0.9875,是,测试期分布漂移
S033,15,122,5.688,0.3576,0.4741,8.3343,-0.0595,0.9488,是,测试期分布漂移
S033,16,122,5.688,0.197,0.292,5.1343,-0.0662,0.8793,是,测试期分布漂移
S033,17,122,5.688,0.0541,0.1014,1.7834,-0.0427,0.6339,是,测试期分布漂移
S033,18,122,5.688,0.0058,0.0209,0.3673,-0.0056,0.3155,是,测试期分布漂移
S033,19,122,5.688,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S034,6,122,3.496,0.0006,0.0016,0.0469,0.0003,2.351,是,测试期分布漂移
S034,7,122,3.496,0.07,0.1268,3.6283,-0.0619,0.2048,是,测试期分布漂移
S034,8,122,3.496,0.2322,0.3041,8.6985,-0.1053,0.7331,是,测试期分布漂移
S034,9,122,3.496,0.2524,0.3712,10.6183,0.0637,1.0904,是,测试期分布漂移
S034,10,122,3.496,0.3537,0.5082,14.5372,0.0786,1.077,是,测试期分布漂移
S034,11,122,3.496,0.3608,0.5156,14.7476,0.1226,1.1097,是,测试期分布漂移
S034,12,122,3.496,0.3807,0.5618,16.0694,0.039,1.0316,是,测试期分布漂移
S034,13,122,3.496,0.3833,0.5647,16.1518,0.1063,1.0948,是,测试期分布漂移
S034,14,122,3.496,0.3565,0.4664,13.3408,0.0994,1.1095,是,测试期分布漂移
S034,15,122,3.496,0.2409,0.3448,9.8613,0.0866,1.1451,是,测试期分布漂移
S034,16,122,3.496,0.131,0.2013,5.7592,0.0463,1.175,是,测试期分布漂移
S034,17,122,3.496,0.0287,0.0693,1.9819,-0.0044,0.9163,是,测试期分布漂移
S034,18,122,3.496,0.0012,0.0058,0.1651,0.0003,1.5376,是,测试期分布漂移
S034,19,122,3.496,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S035,6,122,5.296,0.0164,0.0439,0.8299,0.0147,3.2681,是,测试期分布漂移
S035,7,122,5.296,0.1114,0.196,3.7007,-0.044,0.7315,是,测试期分布漂移
S035,8,122,5.296,0.2443,0.3034,5.7284,-0.076,0.8713,是,测试期分布漂移
S035,9,122,5.296,0.3394,0.4698,8.8716,0.0828,1.0778,是,测试期分布漂移
S035,10,122,5.296,0.4598,0.6198,11.7036,0.1264,1.0855,是,测试期分布漂移
S035,11,122,5.296,0.531,0.7043,13.2993,0.1629,1.0988,是,测试期分布漂移
S035,12,122,5.296,0.5255,0.7013,13.2427,0.1093,1.0626,是,测试期分布漂移
S035,13,122,5.296,0.5182,0.7093,13.3938,0.1447,1.0886,是,测试期分布漂移
S035,14,122,5.296,0.4619,0.6408,12.1002,0.1286,1.0954,是,测试期分布漂移
S035,15,122,5.296,0.3032,0.417,7.8745,0.147,1.1668,是,测试期分布漂移
S035,16,122,5.296,0.1801,0.2642,4.9884,0.0874,1.1899,是,测试期分布漂移
S035,17,122,5.296,0.0611,0.1128,2.1294,0.0382,1.4089,是,测试期分布漂移
S035,18,122,5.296,0.0105,0.0332,0.6273,0.01,2.3912,是,测试期分布漂移
S035,19,122,5.296,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S037,6,122,5.946,0.0009,0.0025,0.0414,0.0009,,是,测试期分布漂移
S037,7,122,5.946,0.0738,0.1258,2.1153,-0.0284,0.5112,是,测试期分布漂移
S037,8,122,5.946,0.4969,0.6365,10.7052,0.075,1.1753,是,测试期分布漂移
S037,9,122,5.946,0.6541,0.9398,15.8051,0.4549,1.5105,是,测试期分布漂移
S037,10,122,5.946,0.8727,1.2183,20.4899,0.5832,1.4515,是,测试期分布漂移
S037,11,122,5.946,0.9537,1.3382,22.5053,0.5648,1.373,是,测试期分布漂移
S037,12,122,5.946,1.0149,1.3791,23.1933,0.5393,1.3334,是,测试期分布漂移
S037,13,122,5.946,0.9852,1.3468,22.6504,0.5919,1.4038,是,测试期分布漂移
S037,14,122,5.946,0.7952,1.116,18.7693,0.5624,1.495,是,测试期分布漂移
S037,15,122,5.946,0.5191,0.7887,13.2641,0.3995,1.546,是,测试期分布漂移
S037,16,122,5.946,0.3126,0.4975,8.3667,0.2229,1.8789,是,测试期分布漂移
S037,17,122,5.946,0.0662,0.1521,2.5585,0.0534,8.5699,是,测试期分布漂移
S037,18,122,5.946,0.0006,0.0027,0.0453,0.0006,,是,测试期分布漂移
S037,19,122,5.946,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S038,6,122,1.672,0.0029,0.0092,0.5517,-0.0026,0.1549,是,测试期分布漂移
S038,7,122,1.672,0.0474,0.0784,4.6862,-0.0465,0.1577,是,测试期分布漂移
S038,8,122,1.672,0.0949,0.1265,7.5641,-0.0671,0.681,是,测试期分布漂移
S038,9,122,1.672,0.1266,0.1738,10.3944,-0.0178,0.9559,是,测试期分布漂移
S038,10,122,1.672,0.1611,0.2096,12.5341,-0.0099,0.9826,是,测试期分布漂移
S038,11,122,1.672,0.1964,0.2615,15.6381,-0.0515,0.924,是,测试期分布漂移
S038,12,122,1.672,0.1904,0.2521,15.0764,-0.0519,0.9247,是,测试期分布漂移
S038,13,122,1.672,0.1953,0.271,16.2099,-0.0353,0.9456,是,测试期分布漂移
S038,14,122,1.672,0.1796,0.2545,15.2208,-0.0179,0.9664,是,测试期分布漂移
S038,15,122,1.672,0.1378,0.1912,11.4377,0.0002,1.0006,是,测试期分布漂移
S038,16,122,1.672,0.058,0.0732,4.3799,0.0053,1.0352,是,测试期分布漂移
S038,17,122,1.672,0.015,0.0281,1.6814,-0.0081,0.762,是,测试期分布漂移
S038,18,122,1.672,0.002,0.0073,0.4369,-0.0017,0.3223,是,测试期分布漂移
S038,19,122,1.672,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S039,6,122,3.45,0.0022,0.0077,0.2231,-0.0019,0.2328,是,测试期分布漂移
S039,7,122,3.45,0.0519,0.0788,2.2829,-0.0482,0.2337,是,测试期分布漂移
S039,8,122,3.45,0.1714,0.2178,6.3143,-0.019,0.9198,是,测试期分布漂移
S039,9,122,3.45,0.2415,0.3682,10.6737,0.1442,1.303,是,测试期分布漂移
S039,10,122,3.45,0.3043,0.4256,12.3359,0.1894,1.268,是,测试期分布漂移
S039,11,122,3.45,0.3542,0.468,13.5657,0.1753,1.2089,是,测试期分布漂移
S039,12,122,3.45,0.3838,0.5174,14.9962,0.1381,1.1577,是,测试期分布漂移
S039,13,122,3.45,0.3435,0.471,13.6527,0.1727,1.2101,是,测试期分布漂移
S039,14,122,3.45,0.3082,0.4038,11.7033,0.188,1.2849,是,测试期分布漂移
S039,15,122,3.45,0.2206,0.3026,8.7719,0.1454,1.3366,是,测试期分布漂移
S039,16,122,3.45,0.1125,0.1835,5.3175,0.0742,1.406,是,测试期分布漂移
S039,17,122,3.45,0.023,0.0542,1.5721,0.0041,1.1085,是,测试期分布漂移
S039,18,122,3.45,0.0022,0.0086,0.2496,-0.001,0.691,是,测试期分布漂移
S039,19,122,3.45,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S040,6,122,5.96,0.0082,0.0274,0.459,-0.0079,0.0838,是,测试期分布漂移
S040,7,122,5.96,0.1656,0.2707,4.5426,-0.164,0.1604,是,测试期分布漂移
S040,8,122,5.96,0.3313,0.4155,6.972,-0.2665,0.6313,是,测试期分布漂移
S040,9,122,5.96,0.4401,0.6016,10.0941,-0.0925,0.9335,是,测试期分布漂移
S040,10,122,5.96,0.544,0.765,12.8362,-0.0793,0.9593,是,测试期分布漂移
S040,11,122,5.96,0.5923,0.7921,13.2911,-0.2051,0.9129,是,测试期分布漂移
S040,12,122,5.96,0.6153,0.8479,14.226,-0.1318,0.9453,是,测试期分布漂移
S040,13,122,5.96,0.636,0.8639,14.495,-0.0592,0.9733,是,测试期分布漂移
S040,14,122,5.96,0.5712,0.7721,12.9542,-0.0437,0.9763,是,测试期分布漂移
S040,15,122,5.96,0.4536,0.5857,9.8272,-0.0085,0.9932,是,测试期分布漂移
S040,16,122,5.96,0.1949,0.3114,5.225,-0.0677,0.8823,是,测试期分布漂移
S040,17,122,5.96,0.0683,0.1346,2.2591,-0.061,0.5229,是,测试期分布漂移
S040,18,122,5.96,0.0105,0.0359,0.603,-0.0105,0.1498,是,测试期分布漂移
S040,19,122,5.96,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S041,6,122,2.2,0.0028,0.0085,0.3845,-0.0022,0.39,是,测试期分布漂移
S041,7,122,2.2,0.0504,0.0887,4.03,-0.0471,0.3146,是,测试期分布漂移
S041,8,122,2.2,0.1519,0.1884,8.5614,-0.1046,0.6714,是,测试期分布漂移
S041,9,122,2.2,0.1804,0.2526,11.4835,-0.0242,0.9632,是,测试期分布漂移
S041,10,122,2.2,0.2587,0.3325,15.1152,-0.0068,0.9928,是,测试期分布漂移
S041,11,122,2.2,0.2698,0.3551,16.1389,-0.0782,0.9326,是,测试期分布漂移
S041,12,122,2.2,0.3023,0.4008,18.2192,-0.059,0.9512,是,测试期分布漂移
S041,13,122,2.2,0.3048,0.4027,18.3046,0.0131,1.012,是,测试期分布漂移
S041,14,122,2.2,0.2522,0.3381,15.3673,-0.0354,0.9622,是,测试期分布漂移
S041,15,122,2.2,0.1862,0.243,11.0439,-0.0131,0.9793,是,测试期分布漂移
S041,16,122,2.2,0.1217,0.1617,7.3496,0.0621,1.2483,是,测试期分布漂移
S041,17,122,2.2,0.0241,0.0503,2.2855,0.0134,1.3103,是,测试期分布漂移
S041,18,122,2.2,0.0031,0.0119,0.54,0.002,1.6261,是,测试期分布漂移
S041,19,122,2.2,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S042,6,122,3.724,0.0046,0.0153,0.4099,-0.0041,0.1457,是,测试期分布漂移
S042,7,122,3.724,0.1072,0.1883,5.0566,-0.1052,0.1598,是,测试期分布漂移
S042,8,122,3.724,0.231,0.2873,7.7148,-0.1851,0.6079,是,测试期分布漂移
S042,9,122,3.724,0.2452,0.3693,9.9156,-0.0881,0.8995,是,测试期分布漂移
S042,10,122,3.724,0.2899,0.4336,11.6438,-0.0491,0.9589,是,测试期分布漂移
S042,11,122,3.724,0.3457,0.5059,13.5854,-0.1274,0.9123,是,测试期分布漂移
S042,12,122,3.724,0.374,0.5158,13.8507,-0.1248,0.9166,是,测试期分布漂移
S042,13,122,3.724,0.3454,0.5005,13.4399,-0.0213,0.9841,是,测试期分布漂移
S042,14,122,3.724,0.2846,0.412,11.0627,-0.0458,0.9591,是,测试期分布漂移
S042,15,122,3.724,0.2031,0.2892,7.7669,-0.027,0.9643,是,测试期分布漂移
S042,16,122,3.724,0.1096,0.1696,4.5555,-0.005,0.985,是,测试期分布漂移
S042,17,122,3.724,0.0294,0.0565,1.5178,-0.0177,0.7499,是,测试期分布漂移
S042,18,122,3.724,0.0036,0.0137,0.3668,-0.003,0.3048,是,测试期分布漂移
S042,19,122,3.724,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S044,6,122,8.492,0.0012,0.0035,0.0412,0.0012,,是,测试期无有效发电
S044,7,122,8.492,0.0415,0.1015,1.195,0.0415,,是,测试期无有效发电
S044,8,122,8.492,0.6843,0.9662,11.3778,0.6843,,是,测试期无有效发电
S044,9,122,8.492,1.8884,2.0878,24.5854,1.8884,,是,测试期无有效发电
S044,10,122,8.492,2.6916,2.8692,33.7876,2.6916,,是,测试期无有效发电
S044,11,122,8.492,2.9978,3.1919,37.587,2.9978,,是,测试期无有效发电
S044,12,122,8.492,3.1149,3.317,39.0598,3.1149,,是,测试期无有效发电
S044,13,122,8.492,2.9549,3.1394,36.9692,2.9549,,是,测试期无有效发电
S044,14,122,8.492,2.4085,2.599,30.6052,2.4085,,是,测试期无有效发电
S044,15,122,8.492,1.6252,1.7917,21.0992,1.6252,,是,测试期无有效发电
S044,16,122,8.492,0.633,0.7899,9.3013,0.633,,是,测试期无有效发电
S044,17,122,8.492,0.0846,0.2095,2.4667,0.0846,,是,测试期无有效发电
S044,18,122,8.492,0.0011,0.004,0.0466,0.0011,,是,测试期无有效发电
S044,19,122,8.492,0.0,0.0,0.0,0.0,,是,测试期无有效发电
S045,6,122,2.915,0.0225,0.0543,1.8643,0.0225,,是,测试期分布漂移
S045,7,122,2.915,0.1045,0.1259,4.3177,0.1045,,是,测试期分布漂移
S045,8,122,2.915,0.3354,0.4045,13.8774,0.3185,11.9146,是,测试期分布漂移
S045,9,122,2.915,0.6123,0.7013,24.0586,0.5947,7.4555,是,测试期分布漂移
S045,10,122,2.915,0.834,0.9341,32.0438,0.8003,6.5664,是,测试期分布漂移
S045,11,122,2.915,0.9385,1.0513,36.0667,0.8861,5.8852,是,测试期分布漂移
S045,12,122,2.915,0.9781,1.0898,37.3844,0.9052,5.3478,是,测试期分布漂移
S045,13,122,2.915,0.9434,1.0548,36.1841,0.8945,5.784,是,测试期分布漂移
S045,14,122,2.915,0.7842,0.8808,30.216,0.7502,5.8143,是,测试期分布漂移
S045,15,122,2.915,0.5694,0.6468,22.1885,0.547,6.4609,是,测试期分布漂移
S045,16,122,2.915,0.3516,0.398,13.6545,0.3516,11.806,是,测试期分布漂移
S045,17,122,2.915,0.105,0.1706,5.8515,0.105,,是,测试期分布漂移
S045,18,122,2.915,0.0137,0.0436,1.495,0.0137,,是,测试期分布漂移
S045,19,122,2.915,0.0,0.0,0.0,0.0,,是,测试期分布漂移
S046,6,122,4.25,0.0223,0.0536,1.2604,0.0124,2.0687,是,测试期分布漂移
S046,7,122,4.25,0.0881,0.1327,3.1222,0.0001,1.001,是,测试期分布漂移
S046,8,122,4.25,0.3167,0.4672,10.9927,-0.2696,0.478,是,测试期分布漂移
S046,9,122,4.25,0.7292,0.9169,21.574,-0.6849,0.3149,是,测试期分布漂移
S046,10,122,4.25,0.9444,1.135,26.7051,-0.8761,0.3291,是,测试期分布漂移
S046,11,122,4.25,1.0167,1.2101,28.4731,-0.8941,0.4348,是,测试期分布漂移
S046,12,122,4.25,0.9053,1.1418,26.8648,-0.6629,0.5786,是,测试期分布漂移
S046,13,122,4.25,0.9811,1.1768,27.6896,-0.7257,0.4958,是,测试期分布漂移
S046,14,122,4.25,0.8646,1.0567,24.8637,-0.8199,0.323,是,测试期分布漂移
S046,15,122,4.25,0.5985,0.7856,18.4848,-0.5612,0.3539,是,测试期分布漂移
S046,16,122,4.25,0.2267,0.374,8.8007,-0.147,0.6263,是,测试期分布漂移
S046,17,122,4.25,0.0746,0.1256,2.9546,0.0041,1.0448,是,测试期分布漂移
S046,18,122,4.25,0.0183,0.0482,1.134,0.0095,1.8123,是,测试期分布漂移
S046,19,122,4.25,0.0041,0.0202,0.4763,-0.0041,0.0,是,测试期分布漂移
S047,6,122,4.8,0.0138,0.0369,0.7689,0.0138,17.8864,否,正常评价
S047,7,122,4.8,0.0775,0.1293,2.6939,-0.0112,0.8855,否,正常评价
S047,8,122,4.8,0.1908,0.264,5.5005,-0.0583,0.8738,否,正常评价
S047,9,122,4.8,0.2122,0.315,6.5628,-0.0345,0.9632,否,正常评价
