level,site_id,date,hour,n_samples,MAPE(%),NRMSE(%),MAE,RMSE
site,S042,2025-11-11,12,1,47.29,32.255,1.2012,1.2012
site,S046,2025-11-11,12,1,18.62,9.86,0.419,0.419
site,S047,2025-11-11,12,1,36.89,18.52,0.8889,0.8889
site,S049,2025-11-11,12,1,38.99,17.364,2.4484,2.4484
site,S050,2025-11-11,12,1,851.65,26.718,0.6813,0.6813
site,S052,2025-11-11,12,1,58.93,33.151,2.0156,2.0156
site,S053,2025-11-11,12,1,9.74,4.047,0.5394,0.5394
site,S054,2025-11-11,12,1,35.32,17.768,2.0029,2.0029
site,S055,2025-11-11,12,1,334.13,23.389,0.9356,0.9356
site,S056,2025-11-11,12,1,40.71,21.452,0.6757,0.6757
site,S059,2025-11-11,12,1,36.71,7.526,0.1505,0.1505
site,S060,2025-11-11,12,1,10.17,4.51,0.2634,0.2634
site,S061,2025-11-11,12,1,22.27,10.356,0.3919,0.3919
site,S062,2025-11-11,12,1,31.88,10.666,0.475,0.475
site,S064,2025-11-11,12,1,41.79,20.333,0.6686,0.6686
site,S065,2025-11-11,12,1,48.02,14.228,0.2737,0.2737
site,S066,2025-11-11,12,1,15.05,7.595,0.4139,0.4139
site,S068,2025-11-11,12,1,45.17,28.071,0.3433,0.3433
site,S070,2025-11-11,12,1,45.05,8.796,0.1847,0.1847
site,S071,2025-11-11,12,1,43.31,9.593,1.9187,1.9187
site,S072,2025-11-11,12,1,30.39,16.821,0.5257,0.5257
site,S073,2025-11-11,12,1,54.42,40.96,6.144,6.144
site,S074,2025-11-11,12,1,52.11,14.069,0.5628,0.5628
site,S075,2025-11-11,12,1,63.67,13.8,0.3629,0.3629
site,S116,2025-11-11,12,1,35.2,26.948,5.9285,5.9285
site,S002,2025-11-11,13,1,36.96,16.242,0.536,0.536
site,S004,2025-11-11,13,1,18.51,5.595,0.2221,0.2221
site,S007,2025-11-11,13,1,37.52,24.419,5.3723,5.3723
site,S008,2025-11-11,13,1,20.43,7.663,0.2431,0.2431
site,S009,2025-11-11,13,1,13.72,5.986,0.3143,0.3143
site,S010,2025-11-11,13,1,20.8,8.735,0.1747,0.1747
site,S011,2025-11-11,13,1,15.97,4.88,0.1134,0.1134
site,S012,2025-11-11,13,1,2579.27,30.863,5.4165,5.4165
site,S014,2025-11-11,13,1,34.78,17.665,0.9009,0.9009
site,S017,2025-11-11,13,1,12.9,2.028,0.0193,0.0193
site,S018,2025-11-11,13,1,35.05,8.865,0.4521,0.4521
site,S019,2025-11-11,13,1,40.7,31.884,0.9565,0.9565
site,S020,2025-11-11,13,1,17.61,7.553,0.287,0.287
site,S021,2025-11-11,13,1,31.85,16.212,0.3567,0.3567
site,S022,2025-11-11,13,1,53.57,31.745,1.0285,1.0285
site,S023,2025-11-11,13,1,42.24,17.935,2.9359,2.9359
site,S024,2025-11-11,13,1,43.09,15.826,0.948,0.948
site,S025,2025-11-11,13,1,23.3,11.673,0.6595,0.6595
site,S028,2025-11-11,13,1,14.82,6.655,0.209,0.209
site,S030,2025-11-11,13,1,26.84,10.83,0.3141,0.3141
site,S032,2025-11-11,13,1,40.75,13.227,1.2347,1.2347
site,S033,2025-11-11,13,1,24.77,11.93,0.6786,0.6786
site,S035,2025-11-11,13,1,13.3,4.823,0.2554,0.2554
site,S038,2025-11-11,13,1,2.22,0.863,0.0144,0.0144
site,S039,2025-11-11,13,1,21.28,8.882,0.3064,0.3064
site,S040,2025-11-11,13,1,15.8,7.61,0.4536,0.4536
site,S041,2025-11-11,13,1,32.16,23.975,0.5275,0.5275
site,S042,2025-11-11,13,1,29.76,15.181,0.5654,0.5654
site,S046,2025-11-11,13,1,22.89,11.312,0.4808,0.4808
site,S047,2025-11-11,13,1,15.32,5.871,0.2818,0.2818
site,S049,2025-11-11,13,1,39.68,15.899,2.2418,2.2418
site,S050,2025-11-11,13,1,977.75,30.674,0.7822,0.7822
site,S051,2025-11-11,13,1,146.87,21.629,1.0869,1.0869
site,S052,2025-11-11,13,1,54.87,28.516,1.7338,1.7338
site,S053,2025-11-11,13,1,8.28,3.441,0.4587,0.4587
site,S054,2025-11-11,13,1,24.56,10.11,1.1396,1.1396
site,S055,2025-11-11,13,1,387.05,27.094,1.0837,1.0837
site,S056,2025-11-11,13,1,26.23,11.158,0.3515,0.3515
site,S059,2025-11-11,13,1,33.94,6.957,0.1391,0.1391
site,S060,2025-11-11,13,1,1.45,0.576,0.0336,0.0336
site,S061,2025-11-11,13,1,24.85,11.296,0.4274,0.4274
site,S062,2025-11-11,13,1,37.45,13.37,0.5955,0.5955
site,S064,2025-11-11,13,1,28.43,11.412,0.3752,0.3752
site,S065,2025-11-11,13,1,30.36,20.512,0.3946,0.3946
site,S066,2025-11-11,13,1,19.71,8.826,0.481,0.481
site,S068,2025-11-11,13,1,39.17,9.608,0.1175,0.1175
site,S070,2025-11-11,13,1,31.59,12.033,0.2527,0.2527
site,S071,2025-11-11,13,1,44.01,9.748,1.9497,1.9497
site,S072,2025-11-11,13,1,53.85,43.593,1.3623,1.3623
site,S073,2025-11-11,13,1,35.49,18.973,2.8459,2.8459
site,S074,2025-11-11,13,1,67.58,14.362,0.5745,0.5745
site,S075,2025-11-11,13,1,15.97,6.921,0.182,0.182
site,S116,2025-11-11,13,1,18.4,10.757,2.3666,2.3666
site,S002,2025-11-11,14,1,16.88,5.986,0.1975,0.1975
site,S004,2025-11-11,14,1,58.98,13.816,0.5485,0.5485
site,S007,2025-11-11,14,1,19.7,9.969,2.1931,2.1931
site,S008,2025-11-11,14,1,4.61,2.222,0.0705,0.0705
site,S009,2025-11-11,14,1,13.12,4.575,0.2402,0.2402
site,S010,2025-11-11,14,1,4.41,1.455,0.0291,0.0291
site,S011,2025-11-11,14,1,2.3,0.772,0.0179,0.0179
site,S012,2025-11-11,14,1,2777.93,33.24,5.8336,5.8336
site,S014,2025-11-11,14,1,5.52,1.808,0.0922,0.0922
site,S017,2025-11-11,14,1,15.16,2.066,0.0197,0.0197
site,S018,2025-11-11,14,1,4.46,1.627,0.083,0.083
site,S019,2025-11-11,14,1,14.47,8.055,0.2416,0.2416
site,S020,2025-11-11,14,1,18.15,6.21,0.236,0.236
site,S021,2025-11-11,14,1,30.46,12.463,0.2742,0.2742
site,S022,2025-11-11,14,1,45.19,21.341,0.6914,0.6914
site,S023,2025-11-11,14,1,20.67,6.476,1.0602,1.0602
site,S024,2025-11-11,14,1,32.23,9.307,0.5575,0.5575
site,S025,2025-11-11,14,1,18.06,7.929,0.448,0.448
site,S028,2025-11-11,14,1,17.54,7.428,0.2333,0.2333
site,S030,2025-11-11,14,1,2.55,1.215,0.0352,0.0352
site,S032,2025-11-11,14,1,59.38,24.107,2.2504,2.2504
site,S033,2025-11-11,14,1,1.89,0.713,0.0405,0.0405
site,S035,2025-11-11,14,1,15.17,5.301,0.2807,0.2807
site,S038,2025-11-11,14,1,0.96,0.401,0.0067,0.0067
site,S039,2025-11-11,14,1,7.41,2.492,0.086,0.086
site,S040,2025-11-11,14,1,8.2,3.122,0.186,0.186
site,S041,2025-11-11,14,1,12.64,7.756,0.1706,0.1706
site,S042,2025-11-11,14,1,7.89,3.158,0.1176,0.1176
site,S046,2025-11-11,14,1,20.2,7.701,0.3273,0.3273
site,S047,2025-11-11,14,1,10.52,3.66,0.1757,0.1757
site,S049,2025-11-11,14,1,13.15,3.591,0.5064,0.5064
site,S050,2025-11-11,14,1,1049.27,32.918,0.8394,0.8394
site,S051,2025-11-11,14,1,140.71,20.721,1.0412,1.0412
site,S052,2025-11-11,14,1,47.83,19.902,1.2101,1.2101
site,S053,2025-11-11,14,1,4.6,1.913,0.2551,0.2551
site,S054,2025-11-11,14,1,5.41,1.842,0.2077,0.2077
site,S055,2025-11-11,14,1,408.27,28.579,1.1431,1.1431
site,S056,2025-11-11,14,1,7.61,2.683,0.0845,0.0845
site,S059,2025-11-11,14,1,38.26,7.842,0.1568,0.1568
site,S060,2025-11-11,14,1,30.36,9.565,0.5586,0.5586
site,S061,2025-11-11,14,1,1.66,0.587,0.0222,0.0222
site,S062,2025-11-11,14,1,19.78,5.64,0.2512,0.2512
site,S064,2025-11-11,14,1,7.96,2.518,0.0828,0.0828
site,S065,2025-11-11,14,1,13.16,7.387,0.1421,0.1421
site,S066,2025-11-11,14,1,22.42,8.394,0.4574,0.4574
site,S068,2025-11-11,14,1,4.84,1.504,0.0184,0.0184
site,S070,2025-11-11,14,1,10.6,3.181,0.0668,0.0668
site,S071,2025-11-11,14,1,30.66,6.791,1.3582,1.3582
site,S072,2025-11-11,14,1,38.6,25.816,0.8068,0.8068
site,S073,2025-11-11,14,1,17.69,4.942,0.7412,0.7412
site,S074,2025-11-11,14,1,7.25,3.062,0.1225,0.1225
site,S075,2025-11-11,14,1,9.93,3.435,0.0903,0.0903
site,S116,2025-11-11,14,1,28.53,16.898,3.7175,3.7175
site,S002,2025-11-11,15,1,1.78,0.393,0.013,0.013
site,S004,2025-11-11,15,1,48.82,7.378,0.2929,0.2929
site,S007,2025-11-11,15,1,23.77,7.691,1.6921,1.6921
site,S008,2025-11-11,15,1,20.41,6.178,0.196,0.196
site,S009,2025-11-11,15,1,6.47,1.38,0.0725,0.0725
site,S010,2025-11-11,15,1,4.82,0.989,0.0198,0.0198
site,S011,2025-11-11,15,1,1.06,0.22,0.0051,0.0051
site,S012,2025-11-11,15,1,1678.14,20.08,3.5241,3.5241
site,S014,2025-11-11,15,1,9.14,1.792,0.0914,0.0914
site,S017,2025-11-11,15,1,31.01,2.6,0.0248,0.0248
site,S018,2025-11-11,15,1,6.86,1.601,0.0816,0.0816
site,S019,2025-11-11,15,1,15.2,5.372,0.1612,0.1612
site,S020,2025-11-11,15,1,5.39,1.134,0.0431,0.0431
site,S021,2025-11-11,15,1,11.66,2.967,0.0653,0.0653
site,S022,2025-11-11,15,1,55.84,16.545,0.536,0.536
site,S023,2025-11-11,15,1,26.89,5.191,0.8498,0.8498
site,S024,2025-11-11,15,1,31.83,5.845,0.3501,0.3501
site,S025,2025-11-11,15,1,10.62,2.162,0.1222,0.1222
site,S028,2025-11-11,15,1,1.27,0.351,0.011,0.011
site,S030,2025-11-11,15,1,3.14,0.986,0.0286,0.0286
site,S032,2025-11-11,15,1,71.35,18.191,1.6981,1.6981
site,S033,2025-11-11,15,1,8.69,2.032,0.1156,0.1156
site,S035,2025-11-11,15,1,30.68,8.053,0.4265,0.4265
site,S038,2025-11-11,15,1,5.23,1.252,0.0209,0.0209
site,S039,2025-11-11,15,1,10.83,2.259,0.078,0.078
site,S040,2025-11-11,15,1,1.49,0.351,0.0209,0.0209
site,S041,2025-11-11,15,1,7.34,2.903,0.0639,0.0639
site,S042,2025-11-11,15,1,11.1,2.861,0.1065,0.1065
site,S046,2025-11-11,15,1,6.0,1.482,0.063,0.063
site,S047,2025-11-11,15,1,13.04,2.906,0.1395,0.1395
site,S049,2025-11-11,15,1,18.23,3.025,0.4265,0.4265
site,S050,2025-11-11,15,1,652.16,20.46,0.5217,0.5217
site,S051,2025-11-11,15,1,46.65,6.869,0.3452,0.3452
site,S052,2025-11-11,15,1,57.14,15.038,0.9143,0.9143
site,S053,2025-11-11,15,1,31.74,13.191,1.7584,1.7584
site,S054,2025-11-11,15,1,0.6,0.129,0.0146,0.0146
site,S055,2025-11-11,15,1,239.86,16.79,0.6716,0.6716
site,S056,2025-11-11,15,1,4.89,1.056,0.0333,0.0333
site,S059,2025-11-11,15,1,20.76,4.255,0.0851,0.0851
site,S060,2025-11-11,15,1,25.58,4.862,0.284,0.284
site,S061,2025-11-11,15,1,0.52,0.117,0.0044,0.0044
site,S062,2025-11-11,15,1,19.07,3.597,0.1602,0.1602
site,S064,2025-11-11,15,1,2.22,0.445,0.0146,0.0146
site,S065,2025-11-11,15,1,17.77,6.558,0.1262,0.1262
site,S066,2025-11-11,15,1,4.11,0.972,0.053,0.053
site,S068,2025-11-11,15,1,0.37,0.069,0.0008,0.0008
site,S070,2025-11-11,15,1,0.69,0.128,0.0027,0.0027
site,S071,2025-11-11,15,1,42.21,9.351,1.8701,1.8701
site,S072,2025-11-11,15,1,39.91,18.902,0.5907,0.5907
site,S073,2025-11-11,15,1,29.62,7.76,1.164,1.164
site,S074,2025-11-11,15,1,15.23,4.073,0.1629,0.1629
site,S075,2025-11-11,15,1,2.97,0.654,0.0172,0.0172
site,S116,2025-11-11,15,1,32.05,13.46,2.9612,2.9612
site,S002,2025-11-11,16,1,28.22,2.223,0.0734,0.0734
site,S004,2025-11-11,16,1,120.84,5.479,0.2175,0.2175
site,S007,2025-11-11,16,1,3.43,0.379,0.0833,0.0833
site,S008,2025-11-11,16,1,7.92,0.874,0.0277,0.0277
site,S009,2025-11-11,16,1,35.44,2.7,0.1418,0.1418
site,S010,2025-11-11,16,1,47.39,3.317,0.0663,0.0663
site,S011,2025-11-11,16,1,47.73,3.493,0.0811,0.0811
site,S012,2025-11-11,16,1,618.94,7.406,1.2998,1.2998
site,S014,2025-11-11,16,1,32.75,2.183,0.1114,0.1114
site,S017,2025-11-11,16,1,2.09,0.066,0.0006,0.0006
site,S018,2025-11-11,16,1,24.83,1.948,0.0993,0.0993
site,S019,2025-11-11,16,1,13.74,1.832,0.055,0.055
site,S020,2025-11-11,16,1,39.74,2.928,0.1113,0.1113
site,S021,2025-11-11,16,1,29.57,2.554,0.0562,0.0562
site,S022,2025-11-11,16,1,44.42,4.799,0.1555,0.1555
site,S023,2025-11-11,16,1,4.22,0.229,0.0375,0.0375
site,S024,2025-11-11,16,1,22.83,1.486,0.089,0.089
site,S025,2025-11-11,16,1,27.82,2.216,0.1252,0.1252
site,S028,2025-11-11,16,1,37.77,3.609,0.1133,0.1133
site,S030,2025-11-11,16,1,43.63,4.814,0.1396,0.1396
site,S032,2025-11-11,16,1,57.15,4.163,0.3886,0.3886
site,S033,2025-11-11,16,1,17.64,1.395,0.0794,0.0794
site,S035,2025-11-11,16,1,11.07,1.045,0.0554,0.0554
site,S038,2025-11-11,16,1,47.16,3.385,0.0566,0.0566
site,S039,2025-11-11,16,1,53.91,3.751,0.1294,0.1294
site,S040,2025-11-11,16,1,4.0,0.356,0.0212,0.0212
site,S041,2025-11-11,16,1,109.43,11.938,0.2626,0.2626
site,S042,2025-11-11,16,1,19.81,1.702,0.0634,0.0634
site,S046,2025-11-11,16,1,24.44,2.128,0.0904,0.0904
site,S047,2025-11-11,16,1,21.22,1.591,0.0764,0.0764
site,S049,2025-11-11,16,1,3.31,0.178,0.0252,0.0252
site,S050,2025-11-11,16,1,276.47,8.674,0.2212,0.2212
site,S051,2025-11-11,16,1,37.6,5.537,0.2783,0.2783
site,S052,2025-11-11,16,1,52.74,4.944,0.3006,0.3006
site,S053,2025-11-11,16,1,45.71,18.998,2.5325,2.5325
site,S054,2025-11-11,16,1,23.35,1.699,0.1915,0.1915
site,S055,2025-11-11,16,1,38.43,2.69,0.1076,0.1076
site,S056,2025-11-11,16,1,41.03,2.996,0.0944,0.0944
site,S059,2025-11-11,16,1,58.34,11.96,0.2392,0.2392
site,S060,2025-11-11,16,1,37.08,2.54,0.1483,0.1483
site,S061,2025-11-11,16,1,30.9,2.368,0.0896,0.0896
site,S062,2025-11-11,16,1,4.41,0.287,0.0128,0.0128
site,S064,2025-11-11,16,1,40.89,2.86,0.094,0.094
site,S065,2025-11-11,16,1,28.91,3.456,0.0665,0.0665
site,S066,2025-11-11,16,1,27.07,2.235,0.1218,0.1218
site,S068,2025-11-11,16,1,20.51,2.348,0.0287,0.0287
site,S070,2025-11-11,16,1,47.91,2.966,0.0623,0.0623
site,S071,2025-11-11,16,1,78.62,17.415,3.483,3.483
site,S072,2025-11-11,16,1,2.18,0.307,0.0096,0.0096
site,S073,2025-11-11,16,1,21.52,2.123,0.3184,0.3184
site,S074,2025-11-11,16,1,7.06,0.636,0.0254,0.0254
site,S075,2025-11-11,16,1,46.64,3.547,0.0933,0.0933
site,S116,2025-11-11,16,1,7.63,1.165,0.2562,0.2562
site,S002,2025-11-11,17,1,100.0,0.303,0.01,0.01
site,S007,2025-11-11,17,1,100.0,0.045,0.01,0.01
site,S008,2025-11-11,17,1,100.0,0.315,0.01,0.01
site,S009,2025-11-11,17,1,100.0,0.19,0.01,0.01
site,S010,2025-11-11,17,1,100.0,0.5,0.01,0.01
site,S011,2025-11-11,17,1,100.0,0.43,0.01,0.01
site,S012,2025-11-11,17,1,100.0,1.197,0.21,0.21
site,S014,2025-11-11,17,1,100.0,0.196,0.01,0.01
site,S019,2025-11-11,17,1,100.0,0.333,0.01,0.01
site,S022,2025-11-11,17,1,100.0,0.617,0.02,0.02
site,S033,2025-11-11,17,1,100.0,0.176,0.01,0.01
site,S035,2025-11-11,17,1,100.0,0.189,0.01,0.01
site,S046,2025-11-11,17,1,100.0,0.235,0.01,0.01
site,S047,2025-11-11,17,1,100.0,0.208,0.01,0.01
site,S050,2025-11-11,17,1,100.0,3.137,0.08,0.08
site,S051,2025-11-11,17,1,100.0,0.199,0.01,0.01
site,S052,2025-11-11,17,1,100.0,0.164,0.01,0.01
site,S053,2025-11-11,17,1,100.0,41.56,5.54,5.54
site,S055,2025-11-11,17,1,100.0,7.0,0.28,0.28
site,S059,2025-11-11,17,1,100.0,20.5,0.41,0.41
site,S065,2025-11-11,17,1,100.0,0.52,0.01,0.01
site,S071,2025-11-11,17,1,100.0,22.15,4.43,4.43
site,S072,2025-11-11,17,1,100.0,0.32,0.01,0.01
site,S073,2025-11-11,17,1,100.0,0.267,0.04,0.04
site,S116,2025-11-11,17,1,100.0,1.0,0.22,0.22
site,S010,2025-11-11,18,1,100.0,0.5,0.01,0.01
site,S012,2025-11-11,18,1,100.0,1.197,0.21,0.21
site,S050,2025-11-11,18,1,100.0,3.137,0.08,0.08
site,S053,2025-11-11,18,1,100.0,41.56,5.54,5.54
site,S055,2025-11-11,18,1,100.0,7.0,0.28,0.28
site,S059,2025-11-11,18,1,100.0,20.5,0.41,0.41
site,S071,2025-11-11,18,1,100.0,22.15,4.43,4.43
site,S010,2025-11-11,19,1,100.0,0.5,0.01,0.01
site,S012,2025-11-11,19,1,100.0,1.197,0.21,0.21
site,S050,2025-11-11,19,1,100.0,3.137,0.08,0.08
site,S053,2025-11-11,19,1,100.0,41.56,5.54,5.54
site,S055,2025-11-11,19,1,100.0,7.0,0.28,0.28
site,S059,2025-11-11,19,1,100.0,20.5,0.41,0.41
site,S071,2025-11-11,19,1,100.0,22.15,4.43,4.43
site,S010,2025-11-12,6,1,100.0,0.5,0.01,0.01
site,S012,2025-11-12,6,1,100.0,1.197,0.21,0.21
site,S050,2025-11-12,6,1,100.0,3.137,0.08,0.08
site,S053,2025-11-12,6,1,100.0,41.56,5.54,5.54
site,S055,2025-11-12,6,1,100.0,7.0,0.28,0.28
site,S059,2025-11-12,6,1,100.0,20.5,0.41,0.41
site,S071,2025-11-12,6,1,100.0,22.15,4.43,4.43
site,S004,2025-11-12,7,1,42.75,0.538,0.0214,0.0214
site,S007,2025-11-12,7,1,20.15,0.586,0.129,0.129
site,S008,2025-11-12,7,1,45.29,1.428,0.0453,0.0453
site,S009,2025-11-12,7,1,13.55,0.284,0.0149,0.0149
site,S010,2025-11-12,7,1,51.14,0.767,0.0153,0.0153
site,S012,2025-11-12,7,1,36.53,0.437,0.0767,0.0767
site,S014,2025-11-12,7,1,18.07,0.39,0.0199,0.0199
site,S017,2025-11-12,7,1,97.07,1.017,0.0097,0.0097
site,S018,2025-11-12,7,1,4.07,0.096,0.0049,0.0049
site,S019,2025-11-12,7,1,2.35,0.07,0.0021,0.0021
site,S020,2025-11-12,7,1,3.18,0.067,0.0025,0.0025
site,S021,2025-11-12,7,1,8.96,0.204,0.0045,0.0045
site,S022,2025-11-12,7,1,54.57,1.853,0.06,0.06
site,S023,2025-11-12,7,1,5.55,0.085,0.0139,0.0139
site,S024,2025-11-12,7,1,29.74,0.546,0.0327,0.0327
site,S025,2025-11-12,7,1,20.41,0.542,0.0306,0.0306
site,S028,2025-11-12,7,1,16.21,0.516,0.0162,0.0162
site,S030,2025-11-12,7,1,50.63,1.222,0.0354,0.0354
site,S032,2025-11-12,7,1,61.01,1.634,0.1525,0.1525
site,S033,2025-11-12,7,1,32.75,0.806,0.0458,0.0458
site,S035,2025-11-12,7,1,48.78,1.29,0.0683,0.0683
site,S038,2025-11-12,7,1,7.16,0.171,0.0029,0.0029
site,S039,2025-11-12,7,1,11.54,0.167,0.0058,0.0058
site,S040,2025-11-12,7,1,32.3,0.759,0.0452,0.0452
site,S041,2025-11-12,7,1,137.36,3.746,0.0824,0.0824
site,S042,2025-11-12,7,1,36.69,0.985,0.0367,0.0367
site,S046,2025-11-12,7,1,8.36,0.197,0.0084,0.0084
site,S047,2025-11-12,7,1,57.44,0.718,0.0345,0.0345
site,S049,2025-11-12,7,1,2.23,0.035,0.0049,0.0049
site,S050,2025-11-12,7,1,41.95,1.316,0.0336,0.0336
site,S052,2025-11-12,7,1,60.12,1.582,0.0962,0.0962
site,S053,2025-11-12,7,1,62.08,25.8,3.4391,3.4391
site,S054,2025-11-12,7,1,20.21,0.484,0.0546,0.0546
site,S055,2025-11-12,7,1,76.74,5.372,0.2149,0.2149
site,S056,2025-11-12,7,1,41.31,0.525,0.0165,0.0165
site,S059,2025-11-12,7,1,91.25,18.707,0.3741,0.3741
site,S060,2025-11-12,7,1,21.98,0.489,0.0286,0.0286
site,S061,2025-11-12,7,1,28.22,0.671,0.0254,0.0254
site,S062,2025-11-12,7,1,18.85,0.296,0.0132,0.0132
site,S065,2025-11-12,7,1,75.8,1.576,0.0303,0.0303
site,S066,2025-11-12,7,1,32.29,1.126,0.0613,0.0613
site,S068,2025-11-12,7,1,7.33,0.12,0.0015,0.0015
site,S070,2025-11-12,7,1,4.12,0.059,0.0012,0.0012
site,S071,2025-11-12,7,1,94.54,20.941,4.1883,4.1883
site,S072,2025-11-12,7,1,42.3,1.624,0.0508,0.0508
site,S073,2025-11-12,7,1,3.11,0.054,0.0081,0.0081
site,S074,2025-11-12,7,1,40.09,1.203,0.0481,0.0481
site,S075,2025-11-12,7,1,57.8,0.659,0.0173,0.0173
site,S116,2025-11-12,7,1,16.39,0.455,0.1,0.1
site,S004,2025-11-12,8,1,4.82,0.716,0.0284,0.0284
site,S007,2025-11-12,8,1,29.46,8.505,1.871,1.871
site,S008,2025-11-12,8,1,28.04,5.481,0.1738,0.1738
site,S009,2025-11-12,8,1,22.96,3.148,0.1653,0.1653
site,S010,2025-11-12,8,1,3.47,0.451,0.009,0.009
site,S011,2025-11-12,8,1,28.14,4.119,0.0957,0.0957
site,S012,2025-11-12,8,1,1026.39,12.282,2.1554,2.1554
site,S014,2025-11-12,8,1,7.82,0.997,0.0509,0.0509
site,S017,2025-11-12,8,1,36.39,2.288,0.0218,0.0218
site,S018,2025-11-12,8,1,6.49,1.018,0.0519,0.0519
site,S019,2025-11-12,8,1,39.54,11.466,0.344,0.344
site,S020,2025-11-12,8,1,20.79,2.68,0.1018,0.1018
site,S021,2025-11-12,8,1,41.01,6.898,0.1518,0.1518
site,S022,2025-11-12,8,1,54.29,10.389,0.3366,0.3366
site,S023,2025-11-12,8,1,20.49,2.516,0.4119,0.4119
site,S024,2025-11-12,8,1,31.55,4.055,0.2429,0.2429
site,S025,2025-11-12,8,1,7.15,1.063,0.0601,0.0601
site,S028,2025-11-12,8,1,4.89,0.856,0.0269,0.0269
site,S030,2025-11-12,8,1,24.44,5.479,0.1589,0.1589
site,S032,2025-11-12,8,1,61.32,10.117,0.9444,0.9444
site,S033,2025-11-12,8,1,8.96,1.402,0.0798,0.0798
site,S035,2025-11-12,8,1,26.11,4.241,0.2246,0.2246
site,S038,2025-11-12,8,1,2.11,0.303,0.0051,0.0051
site,S039,2025-11-12,8,1,7.05,0.859,0.0296,0.0296
site,S040,2025-11-12,8,1,12.57,2.004,0.1194,0.1194
site,S041,2025-11-12,8,1,17.0,4.328,0.0952,0.0952
site,S042,2025-11-12,8,1,16.34,2.764,0.1029,0.1029
site,S046,2025-11-12,8,1,30.87,4.794,0.2038,0.2038
site,S047,2025-11-12,8,1,19.64,2.086,0.1001,0.1001
site,S049,2025-11-12,8,1,20.34,2.409,0.3397,0.3397
site,S050,2025-11-12,8,1,311.81,9.782,0.2494,0.2494
site,S052,2025-11-12,8,1,50.48,8.302,0.5048,0.5048
site,S053,2025-11-12,8,1,39.14,16.266,2.1682,2.1682
site,S054,2025-11-12,8,1,0.1,0.014,0.0016,0.0016
site,S055,2025-11-12,8,1,86.59,6.061,0.2424,0.2424
site,S056,2025-11-12,8,1,7.19,1.051,0.0331,0.0331
site,S059,2025-11-12,8,1,50.64,10.382,0.2076,0.2076
site,S060,2025-11-12,8,1,6.78,0.94,0.0549,0.0549
site,S061,2025-11-12,8,1,11.94,1.894,0.0717,0.0717
site,S062,2025-11-12,8,1,10.46,1.151,0.0513,0.0513
site,S064,2025-11-12,8,1,24.88,3.632,0.1194,0.1194
site,S065,2025-11-12,8,1,29.73,7.108,0.1368,0.1368
site,S066,2025-11-12,8,1,32.37,5.049,0.2752,0.2752
site,S068,2025-11-12,8,1,19.77,2.748,0.0336,0.0336
site,S070,2025-11-12,8,1,23.01,1.973,0.0414,0.0414
site,S071,2025-11-12,8,1,59.9,13.269,2.6538,2.6538
site,S072,2025-11-12,8,1,17.21,3.525,0.1102,0.1102
site,S073,2025-11-12,8,1,17.5,1.727,0.259,0.259
site,S074,2025-11-12,8,1,14.42,2.379,0.0952,0.0952
site,S075,2025-11-12,8,1,7.57,1.123,0.0295,0.0295
site,S116,2025-11-12,8,1,48.59,14.687,3.2311,3.2311
site,S004,2025-11-12,9,1,1.96,0.592,0.0235,0.0235
site,S007,2025-11-12,9,1,17.69,9.78,2.1517,2.1517
site,S008,2025-11-12,9,1,16.02,6.263,0.1987,0.1987
site,S009,2025-11-12,9,1,35.97,10.208,0.5359,0.5359
site,S010,2025-11-12,9,1,9.49,2.562,0.0512,0.0512
site,S011,2025-11-12,9,1,12.97,3.574,0.083,0.083
site,S012,2025-11-12,9,1,2485.01,29.735,5.2185,5.2185
site,S014,2025-11-12,9,1,19.94,5.044,0.2572,0.2572
site,S017,2025-11-12,9,1,14.36,1.807,0.0172,0.0172
site,S018,2025-11-12,9,1,0.32,0.103,0.0052,0.0052
site,S019,2025-11-12,9,1,23.28,12.031,0.3609,0.3609
site,S020,2025-11-12,9,1,36.45,9.881,0.3755,0.3755
site,S021,2025-11-12,9,1,52.23,17.567,0.3865,0.3865
site,S022,2025-11-12,9,1,51.3,20.107,0.6515,0.6515
site,S023,2025-11-12,9,1,10.18,2.487,0.4071,0.4071
site,S024,2025-11-12,9,1,24.43,6.037,0.3616,0.3616
site,S025,2025-11-12,9,1,4.86,1.522,0.086,0.086
site,S028,2025-11-12,9,1,6.31,2.251,0.0707,0.0707
site,S030,2025-11-12,9,1,4.75,1.951,0.0566,0.0566
site,S032,2025-11-12,9,1,74.08,23.808,2.2225,2.2225
site,S033,2025-11-12,9,1,5.84,1.899,0.108,0.108
site,S035,2025-11-12,9,1,12.72,3.674,0.1946,0.1946
site,S038,2025-11-12,9,1,7.31,2.493,0.0417,0.0417
site,S039,2025-11-12,9,1,10.64,2.867,0.0989,0.0989
site,S040,2025-11-12,9,1,0.73,0.235,0.014,0.014
site,S041,2025-11-12,9,1,11.32,5.812,0.1279,0.1279
site,S042,2025-11-12,9,1,12.02,4.261,0.1587,0.1587
site,S046,2025-11-12,9,1,44.87,14.78,0.6281,0.6281
site,S047,2025-11-12,9,1,10.33,3.013,0.1446,0.1446
site,S049,2025-11-12,9,1,10.25,2.327,0.3281,0.3281
site,S050,2025-11-12,9,1,863.57,27.092,0.6909,0.6909
site,S052,2025-11-12,9,1,47.96,16.329,0.9928,0.9928
