level,site_id,date,hour,n_samples,MAPE(%),NRMSE(%),MAE,RMSE
city,全市,2025-09-30,13,53,44.41,19.132,0.6823,1.1541
city,全市,2025-09-30,14,53,32.52,13.114,0.4753,0.7911
city,全市,2025-09-30,15,53,35.33,13.72,0.4534,0.8276
city,全市,2025-09-30,16,53,30.92,9.339,0.3103,0.5633
city,全市,2025-09-30,17,53,35.55,11.054,0.2266,0.6668
city,全市,2025-09-30,18,4,100.0,24.787,2.6,3.5526
city,全市,2025-09-30,19,3,100.0,34.833,3.46,4.1022
city,全市,2025-10-01,6,10,100.0,31.195,1.049,2.2469
city,全市,2025-10-01,7,53,51.31,14.253,0.4438,0.8598
city,全市,2025-10-01,8,53,47.88,13.876,0.52,0.8371
city,全市,2025-10-01,9,53,138.26,26.358,0.8895,1.59
city,全市,2025-10-01,10,53,180.6,39.102,1.5417,2.3588
city,全市,2025-10-01,11,53,51.98,21.382,0.7651,1.2898
city,全市,2025-10-01,12,53,30.79,18.004,0.6777,1.0861
city,全市,2025-10-01,13,53,30.07,18.806,0.7836,1.1344
city,全市,2025-10-01,14,53,29.94,17.853,0.6114,1.0769
city,全市,2025-10-01,15,53,103.6,16.997,0.6474,1.0253
city,全市,2025-10-01,16,52,238.5,14.679,0.555,0.8932
city,全市,2025-10-01,17,51,136.33,11.941,0.241,0.7357
city,全市,2025-10-01,18,5,100.0,26.813,2.08,3.1776
city,全市,2025-10-01,19,4,100.0,38.145,2.5975,3.5526
city,全市,2025-10-02,6,4,100.0,38.145,2.5975,3.5526
city,全市,2025-10-02,7,16,288.78,19.1,0.6401,1.4579
city,全市,2025-10-02,8,46,741.4,16.489,0.4897,1.0249
city,全市,2025-10-02,9,46,442.37,21.519,0.5564,1.3006
city,全市,2025-10-02,10,43,443.47,26.272,0.6842,1.7562
city,全市,2025-10-02,11,47,568.66,27.552,0.7021,1.7521
city,全市,2025-10-02,12,50,466.74,27.45,0.7117,1.6981
city,全市,2025-10-02,13,50,656.01,29.419,0.6148,1.7354
city,全市,2025-10-02,14,53,159.97,24.052,0.507,1.4509
city,全市,2025-10-02,15,53,160.5,18.624,0.4159,1.1235
city,全市,2025-10-02,16,52,146.22,14.342,0.3274,0.8727
city,全市,2025-10-02,17,29,210.98,14.469,0.3221,0.9595
city,全市,2025-10-02,18,3,100.0,34.833,3.46,4.1022
city,全市,2025-10-02,19,3,100.0,34.833,3.46,4.1022
city,全市,2025-10-03,6,3,100.0,34.833,3.46,4.1022
city,全市,2025-10-03,7,49,93.21,12.857,0.2651,0.8061
city,全市,2025-10-03,8,53,70.95,13.277,0.3664,0.8009
city,全市,2025-10-03,9,53,44.62,13.198,0.4357,0.7961
city,全市,2025-10-03,10,53,48.92,18.562,0.5616,1.1197
city,全市,2025-10-03,11,53,32.47,13.797,0.4859,0.8323
city,全市,2025-10-03,12,53,51.3,22.38,0.7693,1.35
city,全市,2025-10-03,13,53,82.77,27.04,0.9028,1.6311
city,全市,2025-10-03,14,53,90.27,25.022,0.8639,1.5094
city,全市,2025-10-03,15,53,75.23,20.267,0.6458,1.2225
city,全市,2025-10-03,16,53,51.48,13.213,0.3546,0.7971
city,全市,2025-10-03,17,49,72.25,12.621,0.2544,0.7607
city,全市,2025-10-03,18,4,100.0,38.067,2.5975,3.5526
city,全市,2025-10-03,19,4,100.0,38.067,2.5975,3.5526
city,全市,2025-10-04,6,11,100.0,33.617,0.9709,2.1426
city,全市,2025-10-04,7,51,63.68,12.852,0.2778,0.7894
city,全市,2025-10-04,8,53,46.7,11.803,0.3568,0.712
city,全市,2025-10-04,9,53,47.49,13.483,0.4674,0.8133
city,全市,2025-10-04,10,52,34.79,16.498,0.5503,1.0051
city,全市,2025-10-04,11,52,45.71,12.578,0.4491,0.7663
city,全市,2025-10-04,12,52,131.98,27.751,0.6981,1.6907
city,全市,2025-10-04,13,52,144.83,25.584,0.6484,1.5587
city,全市,2025-10-04,14,51,56.56,23.194,0.4498,1.4332
city,全市,2025-10-04,15,51,102.58,18.706,0.4043,1.1559
city,全市,2025-10-04,16,50,129.34,14.534,0.336,0.9069
city,全市,2025-10-04,17,38,137.54,13.444,0.2627,0.8474
city,全市,2025-10-04,18,5,100.0,29.003,2.122,3.179
city,全市,2025-10-04,19,5,100.0,29.003,2.122,3.179
city,全市,2025-10-05,6,6,100.0,24.944,1.77,2.902
city,全市,2025-10-05,7,47,133.43,12.57,0.2907,0.8116
city,全市,2025-10-05,8,51,92.49,12.418,0.3846,0.7673
city,全市,2025-10-05,9,51,109.13,15.903,0.5281,0.9827
city,全市,2025-10-05,10,51,191.1,19.063,0.6915,1.1779
city,全市,2025-10-05,11,51,124.04,19.951,0.8374,1.2328
city,全市,2025-10-05,12,52,116.96,26.499,0.9734,1.6207
city,全市,2025-10-05,13,52,154.32,20.698,0.8972,1.2659
city,全市,2025-10-05,14,52,151.22,20.544,0.804,1.2565
city,全市,2025-10-05,15,52,90.5,15.752,0.6243,0.9634
city,全市,2025-10-05,16,52,81.96,12.038,0.3709,0.7363
city,全市,2025-10-05,17,52,70.6,11.934,0.2394,0.7299
city,全市,2025-10-05,18,6,100.0,24.242,1.8133,2.9042
city,全市,2025-10-05,19,6,100.0,24.242,1.8133,2.9042
city,全市,2025-10-06,6,6,100.0,24.242,1.8133,2.9042
city,全市,2025-10-06,7,50,96.93,12.199,0.256,0.7582
city,全市,2025-10-06,8,52,109.72,14.808,0.4847,0.9057
city,全市,2025-10-06,9,52,68.71,15.442,0.5619,0.9444
city,全市,2025-10-06,10,52,80.02,22.819,0.7496,1.3956
city,全市,2025-10-06,11,52,91.21,36.108,1.1626,2.2084
city,全市,2025-10-06,12,52,103.72,25.895,0.8765,1.5837
city,全市,2025-10-06,13,53,120.44,21.443,0.7519,1.2935
city,全市,2025-10-06,14,53,78.66,20.491,0.6733,1.2361
city,全市,2025-10-06,15,53,63.51,16.507,0.6171,0.9958
city,全市,2025-10-06,16,53,44.96,13.476,0.3841,0.8129
city,全市,2025-10-06,17,49,62.86,13.01,0.2758,0.7913
city,全市,2025-10-06,18,8,100.0,31.741,1.495,2.5434
city,全市,2025-10-06,19,8,100.0,31.741,1.495,2.5434
city,全市,2025-10-07,6,8,100.0,31.741,1.495,2.5434
city,全市,2025-10-07,7,53,70.42,12.866,0.2805,0.7761
city,全市,2025-10-07,8,51,69.32,15.354,0.4681,0.9444
city,全市,2025-10-07,9,51,76.13,17.807,0.6155,1.0953
city,全市,2025-10-07,10,51,73.6,22.008,0.6842,1.3538
city,全市,2025-10-07,11,51,94.4,21.427,0.7605,1.318
city,全市,2025-10-07,12,51,95.68,24.135,0.8622,1.4846
city,全市,2025-10-07,13,51,89.84,23.635,0.8481,1.4538
city,全市,2025-10-07,14,51,75.57,17.593,0.7081,1.0822
city,全市,2025-10-07,15,52,87.77,16.895,0.6315,1.0356
city,全市,2025-10-07,16,53,54.28,12.509,0.375,0.7546
city,全市,2025-10-07,17,53,60.79,12.053,0.2289,0.7271
city,全市,2025-10-07,18,6,100.0,29.595,1.8167,2.9042
city,全市,2025-10-07,19,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-08,6,6,100.0,24.242,1.815,2.9042
city,全市,2025-10-08,7,52,63.02,12.368,0.2507,0.7526
city,全市,2025-10-08,8,53,75.17,13.56,0.4304,0.8179
city,全市,2025-10-08,9,53,76.91,14.469,0.5211,0.8728
city,全市,2025-10-08,10,53,210.98,23.143,0.7968,1.396
city,全市,2025-10-08,11,53,157.43,21.671,0.7453,1.3073
city,全市,2025-10-08,12,53,249.02,25.54,1.0625,1.5406
city,全市,2025-10-08,13,53,227.11,25.531,0.943,1.5401
city,全市,2025-10-08,14,53,117.16,17.055,0.7048,1.0288
city,全市,2025-10-08,15,53,193.87,20.636,0.7308,1.2448
city,全市,2025-10-08,16,52,234.15,14.676,0.5248,0.8931
city,全市,2025-10-08,17,46,265.93,11.826,0.264,0.7759
city,全市,2025-10-08,18,7,100.0,30.955,1.5557,2.6888
city,全市,2025-10-08,19,7,100.0,30.955,1.5557,2.6888
city,全市,2025-10-09,6,7,100.0,30.955,1.5557,2.6888
city,全市,2025-10-09,7,53,52.94,11.971,0.2941,0.7221
city,全市,2025-10-09,8,53,76.69,16.402,0.5572,0.9894
city,全市,2025-10-09,9,53,94.03,24.743,0.8143,1.4926
city,全市,2025-10-09,10,53,93.66,23.657,0.7162,1.4271
city,全市,2025-10-09,11,53,103.8,26.289,0.8396,1.5858
city,全市,2025-10-09,12,53,103.01,26.717,0.81,1.6116
city,全市,2025-10-09,13,53,98.22,24.904,0.7623,1.5023
city,全市,2025-10-09,14,53,87.6,21.501,0.619,1.297
city,全市,2025-10-09,15,53,69.14,17.732,0.5714,1.0696
city,全市,2025-10-09,16,53,46.85,12.664,0.3431,0.764
city,全市,2025-10-09,17,53,56.43,12.135,0.2306,0.732
city,全市,2025-10-09,18,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-09,19,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-10,6,6,100.0,24.242,1.8133,2.9042
city,全市,2025-10-10,7,53,55.2,12.248,0.3204,0.7388
city,全市,2025-10-10,8,53,69.27,14.481,0.5195,0.8735
city,全市,2025-10-10,9,53,84.26,16.054,0.5989,0.9684
city,全市,2025-10-10,10,53,94.1,17.911,0.7428,1.0805
city,全市,2025-10-10,11,53,97.34,27.468,0.9154,1.6569
city,全市,2025-10-10,12,53,72.56,16.633,0.6318,1.0033
city,全市,2025-10-10,13,52,88.45,23.64,0.8553,1.4491
city,全市,2025-10-10,14,53,83.49,16.958,0.6563,1.0229
city,全市,2025-10-10,15,53,58.17,14.009,0.4694,0.8451
city,全市,2025-10-10,16,52,55.98,10.852,0.3244,0.6626
city,全市,2025-10-10,17,50,73.38,11.819,0.2343,0.7287
city,全市,2025-10-10,18,6,100.0,22.091,1.815,2.9042
city,全市,2025-10-10,19,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-11,6,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-11,7,41,324.59,13.264,0.3205,0.8879
city,全市,2025-10-11,8,52,193.03,14.327,0.4652,0.8718
city,全市,2025-10-11,9,53,129.25,16.621,0.5552,1.0026
city,全市,2025-10-11,10,53,127.92,22.302,0.6791,1.3453
city,全市,2025-10-11,11,53,135.05,24.033,0.8548,1.4497
city,全市,2025-10-11,12,53,127.87,20.295,0.8423,1.2242
city,全市,2025-10-11,13,53,152.68,22.007,0.7587,1.3275
city,全市,2025-10-11,14,53,188.23,21.639,0.7585,1.3053
city,全市,2025-10-11,15,51,176.65,19.001,0.5307,1.1641
city,全市,2025-10-11,16,50,287.31,14.579,0.4109,0.9018
city,全市,2025-10-11,17,23,230.48,15.089,0.3759,1.0801
city,全市,2025-10-11,18,7,100.0,30.955,1.5557,2.6888
city,全市,2025-10-11,19,7,100.0,30.955,1.5557,2.6888
city,全市,2025-10-12,6,7,100.0,30.955,1.5557,2.6888
city,全市,2025-10-12,7,38,313.79,13.791,0.3168,0.9239
city,全市,2025-10-12,8,51,224.98,15.179,0.406,0.9324
city,全市,2025-10-12,9,53,210.25,19.028,0.5129,1.1478
city,全市,2025-10-12,10,53,118.99,22.572,0.5947,1.3616
city,全市,2025-10-12,11,53,141.66,24.205,0.564,1.4601
city,全市,2025-10-12,12,53,190.72,26.833,0.6944,1.6186
city,全市,2025-10-12,13,53,118.25,23.88,0.611,1.4405
city,全市,2025-10-12,14,53,210.4,22.909,0.6139,1.3819
city,全市,2025-10-12,15,53,122.91,19.032,0.4088,1.148
city,全市,2025-10-12,16,51,313.71,14.482,0.3406,0.8922
city,全市,2025-10-12,17,13,343.73,15.562,0.6782,1.4617
city,全市,2025-10-12,18,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-12,19,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-13,6,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-13,7,31,393.75,15.583,0.3675,1.0114
city,全市,2025-10-13,8,51,224.07,15.133,0.4307,0.9357
city,全市,2025-10-13,9,53,151.02,18.805,0.5076,1.1344
city,全市,2025-10-13,10,53,116.7,22.984,0.5585,1.3865
city,全市,2025-10-13,11,53,120.46,22.643,0.6175,1.3659
city,全市,2025-10-13,12,53,231.66,29.536,0.9469,1.7817
city,全市,2025-10-13,13,53,260.49,25.8,0.7593,1.5563
city,全市,2025-10-13,14,51,230.05,24.698,0.6324,1.5284
city,全市,2025-10-13,15,53,112.72,19.19,0.397,1.1576
city,全市,2025-10-13,16,50,166.94,14.923,0.3571,0.9161
city,全市,2025-10-13,17,30,223.57,15.535,0.3231,0.9595
city,全市,2025-10-13,18,6,100.0,29.641,1.84,2.9051
city,全市,2025-10-13,19,6,100.0,29.641,1.84,2.9051
city,全市,2025-10-14,6,6,100.0,29.641,1.84,2.9051
city,全市,2025-10-14,7,53,47.84,12.294,0.2715,0.7416
city,全市,2025-10-14,8,53,61.91,17.135,0.6072,1.0337
city,全市,2025-10-14,9,53,80.5,23.014,0.8905,1.3882
city,全市,2025-10-14,10,53,97.0,24.07,0.9084,1.452
city,全市,2025-10-14,11,53,124.49,25.982,0.9361,1.5673
city,全市,2025-10-14,12,53,131.82,27.475,1.0533,1.6574
city,全市,2025-10-14,13,53,109.25,31.817,1.1094,1.9193
city,全市,2025-10-14,14,53,95.34,25.706,0.8813,1.5506
city,全市,2025-10-14,15,53,71.21,22.239,0.7788,1.3415
city,全市,2025-10-14,16,53,57.49,14.855,0.4326,0.8961
city,全市,2025-10-14,17,52,91.58,11.96,0.2161,0.7223
city,全市,2025-10-14,18,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-14,19,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-15,6,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-15,7,31,253.25,13.197,0.3741,1.0201
city,全市,2025-10-15,8,52,270.47,14.904,0.3972,0.9069
city,全市,2025-10-15,9,53,223.95,18.308,0.4719,1.1044
city,全市,2025-10-15,10,52,274.72,27.093,0.747,1.6451
city,全市,2025-10-15,11,53,201.96,22.651,0.5634,1.3664
city,全市,2025-10-15,12,53,82.95,24.686,0.5297,1.4891
city,全市,2025-10-15,13,53,153.72,26.114,0.5928,1.5753
city,全市,2025-10-15,14,53,183.9,25.536,0.5367,1.5404
city,全市,2025-10-15,15,52,240.19,19.949,0.4393,1.2048
city,全市,2025-10-15,16,47,286.65,14.792,0.3664,0.9424
city,全市,2025-10-15,17,22,612.8,14.934,0.4493,1.125
city,全市,2025-10-15,18,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-15,19,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-16,6,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-16,7,47,184.54,12.982,0.3111,0.8284
city,全市,2025-10-16,8,53,152.63,15.558,0.5322,0.9385
city,全市,2025-10-16,9,53,153.8,17.143,0.6684,1.0341
city,全市,2025-10-16,10,53,93.39,19.1,0.743,1.1521
city,全市,2025-10-16,11,53,116.38,29.768,1.1208,1.7957
city,全市,2025-10-16,12,53,149.66,31.738,1.1181,1.9145
city,全市,2025-10-16,13,53,143.18,29.903,1.008,1.8038
city,全市,2025-10-16,14,53,61.01,23.425,0.9445,1.4131
city,全市,2025-10-16,15,52,59.98,25.204,0.9914,1.545
city,全市,2025-10-16,16,53,54.85,13.973,0.4153,0.8429
city,全市,2025-10-16,17,52,63.21,12.226,0.2361,0.7443
city,全市,2025-10-16,18,6,100.0,29.595,1.8133,2.9042
city,全市,2025-10-16,19,6,100.0,29.595,1.8133,2.9042
city,全市,2025-10-17,6,6,100.0,29.595,1.8133,2.9042
city,全市,2025-10-17,7,50,60.6,12.63,0.2262,0.786
city,全市,2025-10-17,8,53,50.3,13.795,0.3446,0.8322
city,全市,2025-10-17,9,53,57.87,18.145,0.5594,1.0946
city,全市,2025-10-17,10,53,70.48,22.954,0.6131,1.3847
city,全市,2025-10-17,11,53,115.86,23.317,0.6135,1.4065
city,全市,2025-10-17,12,53,108.1,23.614,0.5607,1.4244
city,全市,2025-10-17,13,53,177.67,24.989,0.6557,1.5074
city,全市,2025-10-17,14,52,218.3,23.348,0.5383,1.4214
city,全市,2025-10-17,15,53,111.92,18.77,0.3752,1.1323
city,全市,2025-10-17,16,50,235.2,14.86,0.33,0.9124
city,全市,2025-10-17,17,15,424.55,17.728,0.5908,1.3544
city,全市,2025-10-17,18,6,100.0,29.595,1.8133,2.9042
city,全市,2025-10-17,19,6,100.0,29.595,1.8133,2.9042
city,全市,2025-10-18,6,6,100.0,29.595,1.8133,2.9042
city,全市,2025-10-18,7,45,183.34,13.667,0.2817,0.835
city,全市,2025-10-18,8,53,110.3,13.458,0.3678,0.8118
city,全市,2025-10-18,9,53,106.88,16.8,0.5322,1.0134
city,全市,2025-10-18,10,53,73.22,20.688,0.5544,1.248
city,全市,2025-10-18,11,53,61.19,16.559,0.5146,0.9989
city,全市,2025-10-18,12,53,53.8,14.672,0.5641,0.8851
city,全市,2025-10-18,13,53,58.03,14.107,0.4987,0.8509
city,全市,2025-10-18,14,53,56.29,15.4,0.5481,0.9289
city,全市,2025-10-18,15,53,58.59,13.132,0.4086,0.7922
city,全市,2025-10-18,16,53,38.42,12.509,0.272,0.7546
city,全市,2025-10-18,17,51,93.48,11.858,0.2107,0.7284
city,全市,2025-10-18,18,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-18,19,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-19,6,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-19,7,53,50.34,12.466,0.252,0.752
city,全市,2025-10-19,8,53,77.8,13.778,0.4534,0.8311
city,全市,2025-10-19,9,53,79.81,16.903,0.645,1.0196
city,全市,2025-10-19,10,53,108.64,21.015,0.7512,1.2677
city,全市,2025-10-19,11,52,122.68,23.175,0.812,1.3981
city,全市,2025-10-19,12,52,175.26,33.407,1.211,2.0155
city,全市,2025-10-19,13,52,289.44,37.095,1.464,2.2379
city,全市,2025-10-19,14,52,268.7,29.53,1.132,1.7816
city,全市,2025-10-19,15,52,140.03,26.4,0.6974,1.5927
city,全市,2025-10-19,16,51,293.6,14.925,0.4662,0.9148
city,全市,2025-10-19,17,21,328.98,16.113,0.4303,1.1323
city,全市,2025-10-19,18,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-19,19,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-20,6,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-20,7,53,75.5,12.445,0.2716,0.7507
city,全市,2025-10-20,8,53,70.33,20.6,0.6367,1.2426
city,全市,2025-10-20,9,53,92.96,19.556,0.684,1.1797
city,全市,2025-10-20,10,52,114.01,21.508,0.7531,1.2976
city,全市,2025-10-20,11,53,92.23,25.789,0.6327,1.5557
city,全市,2025-10-20,12,53,76.41,24.501,0.5844,1.478
city,全市,2025-10-20,13,52,58.87,24.219,0.6106,1.4611
city,全市,2025-10-20,14,52,69.38,24.129,0.5714,1.4557
city,全市,2025-10-20,15,52,55.14,17.055,0.4158,1.0289
city,全市,2025-10-20,16,50,53.83,14.547,0.329,0.8953
city,全市,2025-10-20,17,39,128.47,14.09,0.2505,0.8383
city,全市,2025-10-20,18,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-20,19,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-21,6,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-21,7,48,187.34,12.888,0.2779,0.8089
city,全市,2025-10-21,8,50,124.99,14.99,0.4769,0.9226
city,全市,2025-10-21,9,51,71.02,16.015,0.4818,0.9851
city,全市,2025-10-21,10,51,155.9,28.53,0.9926,1.7549
city,全市,2025-10-21,11,50,121.18,29.68,0.8819,1.8266
city,全市,2025-10-21,12,50,120.02,26.082,0.8071,1.6052
city,全市,2025-10-21,13,50,111.54,26.072,0.8848,1.6046
city,全市,2025-10-21,14,51,112.12,24.016,0.7607,1.467
city,全市,2025-10-21,15,53,74.86,16.722,0.5622,1.0087
city,全市,2025-10-21,16,53,62.1,12.98,0.3828,0.783
city,全市,2025-10-21,17,53,72.39,12.077,0.2313,0.7285
city,全市,2025-10-21,18,6,100.0,22.091,1.8167,2.9042
city,全市,2025-10-21,19,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-22,6,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-22,7,53,41.73,11.935,0.2476,0.7199
city,全市,2025-10-22,8,53,57.02,16.073,0.4879,0.9696
city,全市,2025-10-22,9,53,87.15,22.376,0.6984,1.3498
city,全市,2025-10-22,10,53,102.62,24.749,0.7113,1.4929
city,全市,2025-10-22,11,53,116.13,29.992,0.8417,1.8092
city,全市,2025-10-22,12,53,113.45,30.143,0.8565,1.8183
city,全市,2025-10-22,13,52,106.98,26.607,0.7774,1.631
city,全市,2025-10-22,14,53,97.01,21.346,0.6484,1.2877
city,全市,2025-10-22,15,53,77.69,18.498,0.568,1.1158
city,全市,2025-10-22,16,53,75.69,13.809,0.4174,0.833
city,全市,2025-10-22,17,52,96.56,11.954,0.2243,0.7274
city,全市,2025-10-22,18,8,100.0,24.3,1.3625,2.5151
city,全市,2025-10-22,19,7,100.0,30.955,1.5557,2.6888
city,全市,2025-10-23,6,7,100.0,30.955,1.5557,2.6888
city,全市,2025-10-23,7,53,42.41,12.072,0.2631,0.7282
city,全市,2025-10-23,8,53,57.93,16.846,0.5242,1.0162
city,全市,2025-10-23,9,53,81.32,22.654,0.7347,1.3665
city,全市,2025-10-23,10,53,90.87,24.007,0.7075,1.4482
city,全市,2025-10-23,11,53,103.13,27.665,0.7417,1.6688
city,全市,2025-10-23,12,53,105.75,28.235,0.7843,1.7032
city,全市,2025-10-23,13,53,94.89,25.034,0.7162,1.5101
city,全市,2025-10-23,14,53,86.19,21.269,0.6217,1.283
city,全市,2025-10-23,15,53,71.97,17.306,0.5166,1.044
city,全市,2025-10-23,16,53,44.92,11.907,0.3191,0.7182
city,全市,2025-10-23,17,52,70.01,11.901,0.2102,0.7245
city,全市,2025-10-23,18,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-23,19,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-24,6,6,100.0,29.633,1.8133,2.9042
city,全市,2025-10-24,7,53,42.92,12.22,0.2546,0.7372
city,全市,2025-10-24,8,53,63.87,14.095,0.4501,0.8502
city,全市,2025-10-24,9,53,117.73,22.516,0.8493,1.3582
city,全市,2025-10-24,10,53,126.07,26.844,0.9803,1.6193
city,全市,2025-10-24,11,53,112.08,24.417,0.8572,1.4729
city,全市,2025-10-24,12,53,105.92,22.553,0.8079,1.3605
city,全市,2025-10-24,13,53,116.94,26.909,0.98,1.6232
city,全市,2025-10-24,14,53,87.9,20.666,0.7189,1.2467
city,全市,2025-10-24,15,53,81.2,15.902,0.5398,0.9593
city,全市,2025-10-24,16,53,54.98,11.555,0.3064,0.6971
city,全市,2025-10-24,17,51,92.88,11.866,0.2172,0.7289
city,全市,2025-10-24,18,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-24,19,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-25,6,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-25,7,47,68.9,12.398,0.2521,0.7967
city,全市,2025-10-25,8,52,92.75,14.108,0.4334,0.8538
city,全市,2025-10-25,9,52,66.12,15.15,0.4458,0.9168
city,全市,2025-10-25,10,52,68.8,19.724,0.5203,1.1936
city,全市,2025-10-25,11,52,53.37,20.155,0.5168,1.2355
city,全市,2025-10-25,12,53,60.71,22.08,0.5125,1.3319
city,全市,2025-10-25,13,53,81.92,18.768,0.6059,1.1322
city,全市,2025-10-25,14,53,62.22,13.326,0.4106,0.8038
city,全市,2025-10-25,15,53,95.44,14.669,0.5415,0.8849
city,全市,2025-10-25,16,53,97.05,13.749,0.2992,0.8294
city,全市,2025-10-25,17,18,582.76,15.841,0.5057,1.2229
city,全市,2025-10-25,18,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-25,19,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-26,6,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-26,7,52,84.15,12.553,0.2415,0.7667
city,全市,2025-10-26,8,53,157.72,15.937,0.5839,0.9613
city,全市,2025-10-26,9,53,143.27,21.598,0.8318,1.3029
city,全市,2025-10-26,10,53,134.24,25.357,0.9361,1.5296
city,全市,2025-10-26,11,53,111.84,21.685,0.705,1.3081
city,全市,2025-10-26,12,53,108.94,21.463,0.6958,1.2947
city,全市,2025-10-26,13,53,115.62,21.613,0.8009,1.3037
city,全市,2025-10-26,14,53,92.04,23.996,0.8704,1.4475
city,全市,2025-10-26,15,53,77.8,14.633,0.5282,0.8827
city,全市,2025-10-26,16,53,45.63,11.263,0.2615,0.6794
city,全市,2025-10-26,17,45,224.95,11.919,0.2476,0.78
city,全市,2025-10-26,18,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-26,19,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-27,6,5,100.0,27.966,2.174,3.1814
city,全市,2025-10-27,7,53,35.6,11.77,0.2196,0.71
city,全市,2025-10-27,8,53,68.61,15.667,0.4697,0.9451
city,全市,2025-10-27,9,53,74.68,20.448,0.5981,1.2335
city,全市,2025-10-27,10,53,91.36,22.538,0.6081,1.3596
city,全市,2025-10-27,11,53,102.64,25.842,0.67,1.5589
city,全市,2025-10-27,12,53,103.76,25.433,0.6764,1.5342
city,全市,2025-10-27,13,53,93.66,22.046,0.604,1.3298
city,全市,2025-10-27,14,53,81.66,17.478,0.4892,1.0543
city,全市,2025-10-27,15,53,71.28,13.95,0.4065,0.8415
city,全市,2025-10-27,16,53,60.63,11.978,0.3369,0.7226
city,全市,2025-10-27,17,50,122.07,11.922,0.2204,0.7375
city,全市,2025-10-27,18,7,100.0,29.349,1.5557,2.6888
city,全市,2025-10-27,19,7,100.0,29.349,1.5557,2.6888
city,全市,2025-10-28,6,7,100.0,29.349,1.5557,2.6888
city,全市,2025-10-28,7,53,36.53,11.82,0.2158,0.713
city,全市,2025-10-28,8,53,56.48,11.757,0.3385,0.7092
city,全市,2025-10-28,9,53,86.96,17.288,0.5194,1.0429
city,全市,2025-10-28,10,52,114.13,21.056,0.5842,1.2907
city,全市,2025-10-28,11,53,131.12,25.22,0.6781,1.5214
city,全市,2025-10-28,12,53,131.12,24.673,0.6993,1.4884
city,全市,2025-10-28,13,53,122.25,22.431,0.6432,1.3531
city,全市,2025-10-28,14,53,108.42,18.115,0.5405,1.0928
city,全市,2025-10-28,15,53,91.44,15.094,0.4596,0.9105
city,全市,2025-10-28,16,53,63.2,11.542,0.3192,0.6962
city,全市,2025-10-28,17,50,129.2,11.804,0.221,0.7373
city,全市,2025-10-28,18,6,100.0,29.323,1.825,2.9044
city,全市,2025-10-28,19,6,100.0,29.323,1.825,2.9044
